GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3A,FG3M,FG3_PCT,FTA,FTM,FT_PCT,DREB,OREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0029100001,1610612746,LAC,Los Angeles,80,Ken Norman,,,21,3,10,0.3,1,0,0.0,0,0,0.0,1,1,2,2,1,0,2,1,6,
0029100001,1610612746,LAC,Los Angeles,166,Ron Harper,,,37,7,18,0.389,7,3,0.429,2,0,0.0,9,1,10,8,3,0,5,4,17,
0029100001,1610612746,LAC,Los Angeles,178,Olden Polynice,,,24,3,6,0.5,0,0,0.0,3,0,0.0,4,2,6,0,1,0,0,1,6,
0029100001,1610612746,LAC,Los Angeles,202,Gary Grant,,,29,8,11,0.727,1,0,0.0,3,2,0.667,0,3,3,8,1,1,3,5,18,
0029100001,1610612746,LAC,Los Angeles,229,James Edwards,,,24,6,9,0.667,0,0,0.0,2,1,0.5,4,2,6,4,1,0,2,4,13,
0029100001,1610612746,LAC,Los Angeles,330,Danny Manning,,,35,7,18,0.389,0,0,0.0,0,0,0.0,4,2,6,1,2,4,3,6,14,
0029100001,1610612746,LAC,Los Angeles,386,Elliot Perry,,,9,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,2,3,0,6,0,2,
0029100001,1610612746,LAC,Los Angeles,76268,Tony Brown,,,21,1,5,0.2,1,0,0.0,2,2,1.0,1,0,1,2,2,0,2,4,4,
0029100001,1610612746,LAC,Los Angeles,78412,Loy Vaught,,,40,5,11,0.455,0,0,0.0,0,0,0.0,17,3,20,0,2,1,3,3,10,
0029100001,1610612758,SAC,Sacramento,41,Anthony Bonner,,,38,7,12,0.583,0,0,0.0,6,3,0.5,8,6,14,0,1,0,4,2,17,
0029100001,1610612758,SAC,Sacramento,47,Wayman Tisdale,,,17,1,7,0.143,0,0,0.0,0,0,0.0,5,1,6,1,0,0,2,2,2,
0029100001,1610612758,SAC,Sacramento,190,Duane Causwell,,,32,4,8,0.5,0,0,0.0,6,5,0.833,4,4,8,3,3,1,1,5,13,
0029100001,1610612758,SAC,Sacramento,432,Pete Chilcutt,,,17,1,5,0.2,0,0,0.0,0,0,0.0,4,0,4,0,0,0,1,0,2,
0029100001,1610612758,SAC,Sacramento,753,Randy Brown,,,18,6,6,1.0,0,0,0.0,0,0,0.0,0,2,2,0,3,0,2,3,12,
0029100001,1610612758,SAC,Sacramento,892,Spud Webb,,,42,9,20,0.45,1,0,0.0,11,9,0.818,6,0,6,8,1,1,2,1,27,
0029100001,1610612758,SAC,Sacramento,1489,Lionel Simmons,,,40,6,22,0.273,1,0,0.0,6,3,0.5,6,2,8,12,3,3,4,1,15,
0029100001,1610612758,SAC,Sacramento,76942,Bob Hansen,,,30,3,6,0.5,2,0,0.0,0,0,0.0,1,1,2,1,1,0,0,3,6,
0029100001,1610612758,SAC,Sacramento,77372,Jim Les,,,6,0,2,0.0,2,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,
