GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3A,FG3M,FG3_PCT,FTA,FTM,FT_PCT,DREB,OREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0028600001,1610612757,POR,Portland,17,Clyde Drexler,,,37,5,11.0,0.455,2.0,0.0,0.0,4.0,3,0.75,1.0,1.0,2.0,6.0,1.0,1.0,0.0,4.0,13,
0028600001,1610612757,POR,Portland,345,Terry Porter,,,43,5,8.0,0.625,1.0,0.0,0.0,0.0,0,0.0,4.0,0.0,4.0,8.0,2.0,0.0,2.0,3.0,10,
0028600001,1610612757,POR,Portland,760,Jerome Kersey,,,20,2,4.0,0.5,0.0,0.0,0.0,6.0,5,0.833,3.0,2.0,5.0,0.0,2.0,2.0,2.0,5.0,9,
0028600001,1610612757,POR,Portland,76158,Walter Berry,,,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,
0028600001,1610612757,POR,Portland,76217,Sam Bowie,,,28,5,11.0,0.455,0.0,0.0,0.0,6.0,5,0.833,1.0,2.0,3.0,2.0,1.0,0.0,4.0,4.0,15,
0028600001,1610612757,POR,Portland,76350,Kenny Carr,,,31,2,7.0,0.286,1.0,0.0,0.0,4.0,3,0.75,6.0,4.0,10.0,1.0,1.0,1.0,7.0,2.0,7,
0028600001,1610612757,POR,Portland,77134,Steve Johnson,,,11,4,8.0,0.5,0.0,0.0,0.0,2.0,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,10,
0028600001,1610612757,POR,Portland,77175,Caldwell Jones,,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0028600001,1610612757,POR,Portland,77472,Fernando Martin,,,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0028600001,1610612757,POR,Portland,77819,Jim Paxson,,,18,3,6.0,0.5,0.0,0.0,0.0,4.0,4,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,10,
0028600001,1610612757,POR,Portland,78404,Kiki Vandeweghe,,,45,13,21.0,0.619,0.0,0.0,0.0,11.0,10,0.909,0.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,36,
0028600001,1610612760,SEA,Seattle,107,Dale Ellis,,,31,9,14.0,0.643,3.0,1.0,0.333,4.0,4,1.0,2.0,2.0,4.0,3.0,1.0,0.0,2.0,5.0,23,
0028600001,1610612760,SEA,Seattle,175,Alton Lister,,,24,6,10.0,0.6,0.0,0.0,0.0,0.0,0,0.0,5.0,2.0,7.0,3.0,2.0,0.0,4.0,5.0,12,
0028600001,1610612760,SEA,Seattle,1365,Xavier McDaniel,,,33,9,16.0,0.563,0.0,0.0,0.0,2.0,2,1.0,7.0,4.0,11.0,2.0,0.0,1.0,3.0,4.0,20,
0028600001,1610612760,SEA,Seattle,1472,Tom Chambers,,,35,9,15.0,0.6,0.0,0.0,0.0,10.0,9,0.9,3.0,0.0,3.0,4.0,1.0,1.0,3.0,4.0,27,
0028600001,1610612760,SEA,Seattle,76993,Gerald Henderson,,,21,6,8.0,0.75,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,3.0,12,
0028600001,1610612760,SEA,Seattle,77136,Clemon Johnson,,,15,1,2.0,0.5,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2,
0028600001,1610612760,SEA,Seattle,77420,Maurice Lucas,,,20,7,9.0,0.778,0.0,0.0,0.0,6.0,5,0.833,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,19,
0028600001,1610612760,SEA,Seattle,77852,Mike Phelps,,,19,3,8.0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,6,
0028600001,1610612760,SEA,Seattle,78087,Russ Schoene,,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,
0028600001,1610612760,SEA,Seattle,78241,Terence Stansbury,,,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,
0028600001,1610612760,SEA,Seattle,78556,Kevin Williams,,,9,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2,
0028600001,1610612760,SEA,Seattle,78633,Danny Young,,,24,2,3.0,0.667,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,2.0,8.0,4.0,0.0,3.0,0.0,4,
0028600002,1610612754,IND,Indiana,47,Wayman Tisdale,,,32,5,12.0,0.417,0.0,0.0,0.0,5.0,2,0.4,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,12,
0028600002,1610612754,IND,Indiana,313,Vern Fleming,,,30,5,7.0,0.714,0.0,0.0,0.0,9.0,6,0.667,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,16,
0028600002,1610612754,IND,Indiana,456,Chuck Person,,,27,7,14.0,0.5,1.0,0.0,0.0,4.0,3,0.75,5.0,4.0,9.0,1.0,1.0,0.0,3.0,5.0,17,
0028600002,1610612754,IND,Indiana,1006,Herb Williams,,,38,6,12.0,0.5,1.0,0.0,0.0,10.0,9,0.9,4.0,0.0,4.0,3.0,1.0,0.0,2.0,6.0,21,
0028600002,1610612754,IND,Indiana,1381,John Long,,,30,5,16.0,0.313,0.0,0.0,0.0,2.0,2,1.0,2.0,1.0,3.0,5.0,3.0,0.0,1.0,1.0,12,
