OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,GAMECODE,GAME_ID,GAME_DATE
1163,Bernie,Fryer,7,20061031/CHIMIA,0020600001,"TUESDAY, OCTOBER 31, 2006"
1204,Derek,Richardson,63,20061031/CHIMIA,0020600001,"TUESDAY, OCTOBER 31, 2006"
1156,Tim,Donaghy,21,20061031/CHIMIA,0020600001,"TUESDAY, OCTOBER 31, 2006"
1199,Tom,Washington,49,20061031/PHXLAL,0020600002,"TUESDAY, OCTOBER 31, 2006"
2715,Eric,Lewis,42,20061031/PHXLAL,0020600002,"TUESDAY, OCTOBER 31, 2006"
1167,Steve,Javie,29,20061031/PHXLAL,0020600002,"TUESDAY, OCTOBER 31, 2006"
1151,Sean,Corbin,33,20061101/ATLPHI,0020600003,"WEDNESDAY, NOVEMBER 1, 2006"
1204,Derek,Richardson,63,20061101/ATLPHI,0020600003,"WEDNESDAY, NOVEMBER 1, 2006"
1161,Joe,Forte,45,20061101/ATLPHI,0020600003,"WEDNESDAY, NOVEMBER 1, 2006"
1168,David,Jones,36,20061101/INDCHA,0020600004,"WEDNESDAY, NOVEMBER 1, 2006"
2714,David,Guthrie,60,20061101/INDCHA,0020600004,"WEDNESDAY, NOVEMBER 1, 2006"
2532,Eli,Roe,64,20061101/INDCHA,0020600004,"WEDNESDAY, NOVEMBER 1, 2006"
1164,Ron,Garretson,10,20061101/CHIORL,0020600005,"WEDNESDAY, NOVEMBER 1, 2006"
1193,Michael,Smith,38,20061101/CHIORL,0020600005,"WEDNESDAY, NOVEMBER 1, 2006"
2002,Derrick,Collins,54,20061101/CHIORL,0020600005,"WEDNESDAY, NOVEMBER 1, 2006"
1194,Bill,Spooner,22,20061101/NOKBOS,0020600006,"WEDNESDAY, NOVEMBER 1, 2006"
1363,Bennie,Adams,47,20061101/NOKBOS,0020600006,"WEDNESDAY, NOVEMBER 1, 2006"
1662,Bill,Kennedy,55,20061101/NOKBOS,0020600006,"WEDNESDAY, NOVEMBER 1, 2006"
1201,Leon,Wood,40,20061101/TORNJN,0020600007,"WEDNESDAY, NOVEMBER 1, 2006"
1150,Jimmy,Clark,6,20061101/TORNJN,0020600007,"WEDNESDAY, NOVEMBER 1, 2006"
1189,Phil,Robinson,11,20061101/TORNJN,0020600007,"WEDNESDAY, NOVEMBER 1, 2006"
1174,Ken,Mauer,41,20061101/MILDET,0020600008,"WEDNESDAY, NOVEMBER 1, 2006"
2530,Ed,Malloy,73,20061101/MILDET,0020600008,"WEDNESDAY, NOVEMBER 1, 2006"
1165,Luis,Grillo,8,20061101/MILDET,0020600008,"WEDNESDAY, NOVEMBER 1, 2006"
1152,Dan,Crawford,43,20061101/WASCLE,0020600009,"WEDNESDAY, NOVEMBER 1, 2006"
