GAMECODE,GAME_ID,GAME_DATE,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM
19991123/TORPHX,0029900157,"TUESDAY, NOVEMBER 23, 1999",1363.0,Bennie,Adams,47
19991123/TORPHX,0029900157,"TUESDAY, NOVEMBER 23, 1999",1200.0,Greg,Willard,57
19991123/TORPHX,0029900157,"TUESDAY, NOVEMBER 23, 1999",1181.0,Tommy,Nunez,28
19991129/HOUVAN,0029900200,"MONDAY, NOVEMBER 29, 1999",1662.0,Bill,Kennedy,73
19991129/HOUVAN,0029900200,"MONDAY, NOVEMBER 29, 1999",1168.0,David,Jones,36
19991129/HOUVAN,0029900200,"MONDAY, NOVEMBER 29, 1999",1155.0,JB,DeRosa,52
19991203/PHICLE,0029900226,"FRIDAY, DECEMBER 3, 1999",1204.0,Derek,Richardson,63
19991203/PHICLE,0029900226,"FRIDAY, DECEMBER 3, 1999",1826.0,Jess,Kersey,20
19991203/PHICLE,0029900226,"FRIDAY, DECEMBER 3, 1999",1194.0,Bill,Spooner,22
19991215/SACVAN,0029900315,"WEDNESDAY, DECEMBER 15, 1999",2001.0,Jason,Phillips,67
19991215/SACVAN,0029900315,"WEDNESDAY, DECEMBER 15, 1999",1167.0,Steve,Javie,29
19991215/SACVAN,0029900315,"WEDNESDAY, DECEMBER 15, 1999",1144.0,Ted,Bernhardt,16
20000108/UTAHOU,0029900468,"SATURDAY, JANUARY 8, 2000",1828.0,Hank,Armstrong,46
20000108/UTAHOU,0029900468,"SATURDAY, JANUARY 8, 2000",1188.0,Leroy,Richardson,51
20000108/UTAHOU,0029900468,"SATURDAY, JANUARY 8, 2000",1167.0,Steve,Javie,29
20000114/LALIND,0029900509,"FRIDAY, JANUARY 14, 2000",1152.0,Dan,Crawford,43
20000114/LALIND,0029900509,"FRIDAY, JANUARY 14, 2000",1172.0,Jim,Kinsey,53
20000114/LALIND,0029900509,"FRIDAY, JANUARY 14, 2000",1828.0,Hank,Armstrong,46
20000114/CLEVAN,0029900514,"FRIDAY, JANUARY 14, 2000",1180.0,Jack,Nies,35
20000114/CLEVAN,0029900514,"FRIDAY, JANUARY 14, 2000",1179.0,Rodney,Mott,71
20000114/CLEVAN,0029900514,"FRIDAY, JANUARY 14, 2000",1147.0,Mike,Callahan,24
20000115/DETWAS,0029900517,"SATURDAY, JANUARY 15, 2000",1190.0,Eddie,Rush,32
20000115/DETWAS,0029900517,"SATURDAY, JANUARY 15, 2000",1202.0,Tommie,Wood,39
20000115/DETWAS,0029900517,"SATURDAY, JANUARY 15, 2000",1825.0,Mike,Mathis,13
20000129/NJNLAC,0029900620,"SATURDAY, JANUARY 29, 2000",1198.0,Scott,Wall,60
20000129/NJNLAC,0029900620,"SATURDAY, JANUARY 29, 2000",1165.0,Luis,Grillo,8
20000129/NJNLAC,0029900620,"SATURDAY, JANUARY 29, 2000",1160.0,Nolan,Fine,50
20000216/WASVAN,0029900721,"WEDNESDAY, FEBRUARY 16, 2000",1151.0,Sean,Corbin,33
20000216/WASVAN,0029900721,"WEDNESDAY, FEBRUARY 16, 2000",1150.0,Jimmy,Clark,6
20000216/WASVAN,0029900721,"WEDNESDAY, FEBRUARY 16, 2000",1192.0,Bennett,Salvatore,15
20000322/GSWLAL,0029900977,"WEDNESDAY, MARCH 22, 2000",1148.0,James,Capers,19
20000322/GSWLAL,0029900977,"WEDNESDAY, MARCH 22, 2000",1188.0,Leroy,Richardson,51
20000322/GSWLAL,0029900977,"WEDNESDAY, MARCH 22, 2000",1190.0,Eddie,Rush,32
20000328/NYKSAC,0029901018,"TUESDAY, MARCH 28, 2000",1160.0,Nolan,Fine,50
20000328/NYKSAC,0029901018,"TUESDAY, MARCH 28, 2000",1198.0,Scott,Wall,60
20000328/NYKSAC,0029901018,"TUESDAY, MARCH 28, 2000",1163.0,Bernie,Fryer,7
20000402/SASMIA,0029901048,"SUNDAY, APRIL 2, 2000",1176.0,Monty,McCutchen,58
20000402/SASMIA,0029901048,"SUNDAY, APRIL 2, 2000",1167.0,Steve,Javie,29
20000402/SASMIA,0029901048,"SUNDAY, APRIL 2, 2000",1156.0,Tim,Donaghy,21
20000402/NYKLAL,0029901052,"SUNDAY, APRIL 2, 2000",1144.0,Ted,Bernhardt,16
20000402/NYKLAL,0029901052,"SUNDAY, APRIL 2, 2000",1164.0,Ron,Garretson,10
20000402/NYKLAL,0029901052,"SUNDAY, APRIL 2, 2000",1151.0,Sean,Corbin,33
20000414/PHIATL,0029901138,"FRIDAY, APRIL 14, 2000",1179.0,Rodney,Mott,71
20000414/PHIATL,0029901138,"FRIDAY, APRIL 14, 2000",1147.0,Mike,Callahan,24
20000414/PHIATL,0029901138,"FRIDAY, APRIL 14, 2000",1152.0,Dan,Crawford,43
20000415/DETPHI,0029901146,"SATURDAY, APRIL 15, 2000",1180.0,Jack,Nies,35
20000415/DETPHI,0029901146,"SATURDAY, APRIL 15, 2000",1828.0,Hank,Armstrong,46
20000415/DETPHI,0029901146,"SATURDAY, APRIL 15, 2000",1195.0,Derrick,Stafford,14
20000419/SACUTA,0029901186,"WEDNESDAY, APRIL 19, 2000",1179.0,Rodney,Mott,71
20000419/SACUTA,0029901186,"WEDNESDAY, APRIL 19, 2000",1195.0,Derrick,Stafford,14
20000419/SACUTA,0029901186,"WEDNESDAY, APRIL 19, 2000",1180.0,Jack,Nies,35
