FIRST_NAME,GAMECODE,GAME_DATE,GAME_ID,JERSEY_NUM,LAST_NAME,OFFICIAL_ID
Monty,20071214/ORLCHA,"FRIDAY, DECEMBER 14, 2007",0020700328,13,McCutchen,1176.0
Gary,20071214/ORLCHA,"FRIDAY, DECEMBER 14, 2007",0020700328,59,Zielinski,1664.0
Scott,20071214/ORLCHA,"FRIDAY, DECEMBER 14, 2007",0020700328,31,Wall,1198.0
Mike,20071214/TORIND,"FRIDAY, DECEMBER 14, 2007",0020700329,24,Callahan,1147.0
Tony,20071214/TORIND,"FRIDAY, DECEMBER 14, 2007",0020700329,25,Brothers,1146.0
Tony,20071214/TORIND,"FRIDAY, DECEMBER 14, 2007",0020700329,30,Brown,2529.0
Derrick,20071214/MILBOS,"FRIDAY, DECEMBER 14, 2007",0020700330,9,Stafford,1195.0
Olandis,20071214/MILBOS,"FRIDAY, DECEMBER 14, 2007",0020700330,50,Poole,2716.0
Bob,20071214/MILBOS,"FRIDAY, DECEMBER 14, 2007",0020700330,26,Delaney,1154.0
Bennie,20071214/CLENJN,"FRIDAY, DECEMBER 14, 2007",0020700331,47,Adams,1363.0
Eli,20071214/CLENJN,"FRIDAY, DECEMBER 14, 2007",0020700331,64,Roe,2532.0
JB,20071214/CLENJN,"FRIDAY, DECEMBER 14, 2007",0020700331,14,DeRosa,1155.0
Ken,20071214/ATLDET,"FRIDAY, DECEMBER 14, 2007",0020700332,41,Mauer,1174.0
David,20071214/ATLDET,"FRIDAY, DECEMBER 14, 2007",0020700332,60,Guthrie,2714.0
Phil,20071214/ATLDET,"FRIDAY, DECEMBER 14, 2007",0020700332,11,Robinson,1189.0
Courtney,20071214/LACMEM,"FRIDAY, DECEMBER 14, 2007",0020700333,61,Kirkland,2004.0
Joe,20071214/LACMEM,"FRIDAY, DECEMBER 14, 2007",0020700333,45,Forte,1161.0
Tommy,20071214/LACMEM,"FRIDAY, DECEMBER 14, 2007",0020700333,28,Nunez Jr.,2878.0
Leroy,20071214/SEAMIN,"FRIDAY, DECEMBER 14, 2007",0020700334,51,Richardson,1188.0
Bill,20071214/SEAMIN,"FRIDAY, DECEMBER 14, 2007",0020700334,22,Spooner,1194.0
Violet,20071214/SEAMIN,"FRIDAY, DECEMBER 14, 2007",0020700334,12,Palmer,1185.0
Bill,20071214/NYKCHI,"FRIDAY, DECEMBER 14, 2007",0020700335,55,Kennedy,1662.0
Ed,20071214/NYKCHI,"FRIDAY, DECEMBER 14, 2007",0020700335,73,Malloy,2530.0
Mark,20071214/NYKCHI,"FRIDAY, DECEMBER 14, 2007",0020700335,18,Wunderlich,1203.0
Scott,20071214/NOHDAL,"FRIDAY, DECEMBER 14, 2007",0020700336,48,Foster,1162.0
Eric,20071214/NOHDAL,"FRIDAY, DECEMBER 14, 2007",0020700336,42,Lewis,2715.0
David,20071214/NOHDAL,"FRIDAY, DECEMBER 14, 2007",0020700336,36,Jones,1168.0
Michael,20071214/UTAPOR,"FRIDAY, DECEMBER 14, 2007",0020700337,38,Smith,1193.0
Joe,20071214/UTAPOR,"FRIDAY, DECEMBER 14, 2007",0020700337,17,Crawford,1153.0
Sean,20071214/UTAPOR,"FRIDAY, DECEMBER 14, 2007",0020700337,65,Wright,2882.0
John,20071214/LALGSW,"FRIDAY, DECEMBER 14, 2007",0020700338,67,Goble,101284.0
Jack,20071214/LALGSW,"FRIDAY, DECEMBER 14, 2007",0020700338,35,Nies,1180.0
Rodney,20071214/LALGSW,"FRIDAY, DECEMBER 14, 2007",0020700338,71,Mott,1179.0
Phil,20071215/SACWAS,"SATURDAY, DECEMBER 15, 2007",0020700339,11,Robinson,1189.0
Bennett,20071215/SACWAS,"SATURDAY, DECEMBER 15, 2007",0020700339,15,Salvatore,1192.0
David,20071215/SACWAS,"SATURDAY, DECEMBER 15, 2007",0020700339,60,Guthrie,2714.0
Bennie,20071215/CHAATL,"SATURDAY, DECEMBER 15, 2007",0020700340,47,Adams,1363.0
Eric,20071215/CHAATL,"SATURDAY, DECEMBER 15, 2007",0020700340,42,Lewis,2715.0
Dan,20071215/CHAATL,"SATURDAY, DECEMBER 15, 2007",0020700340,43,Crawford,1152.0
Marc,20071215/MEMORL,"SATURDAY, DECEMBER 15, 2007",0020700341,34,Davis,1830.0
Brian,20071215/MEMORL,"SATURDAY, DECEMBER 15, 2007",0020700341,62,Forte,101283.0
Steve,20071215/MEMORL,"SATURDAY, DECEMBER 15, 2007",0020700341,29,Javie,1167.0
Mike,20071215/NJNNYK,"SATURDAY, DECEMBER 15, 2007",0020700342,24,Callahan,1147.0
Tony,20071215/NJNNYK,"SATURDAY, DECEMBER 15, 2007",0020700342,25,Brothers,1146.0
Ron,20071215/NJNNYK,"SATURDAY, DECEMBER 15, 2007",0020700342,44,Olesiak,1184.0
Jason,20071215/INDMIA,"SATURDAY, DECEMBER 15, 2007",0020700343,23,Phillips,2001.0
Mark,20071215/INDMIA,"SATURDAY, DECEMBER 15, 2007",0020700343,56,Ayotte,2148.0
Dick,20071215/INDMIA,"SATURDAY, DECEMBER 15, 2007",0020700343,27,Bavetta,1142.0
Tony,20071215/PHICLE,"SATURDAY, DECEMBER 15, 2007",0020700344,30,Brown,2529.0
Mark,20071215/PHICLE,"SATURDAY, DECEMBER 15, 2007",0020700344,18,Wunderlich,1203.0
Derek,20071215/PHICLE,"SATURDAY, DECEMBER 15, 2007",0020700344,63,Richardson,1204.0
Zach,20071215/PHXNOH,"SATURDAY, DECEMBER 15, 2007",0020700345,58,Zarba,2534.0
Joe,20071215/PHXNOH,"SATURDAY, DECEMBER 15, 2007",0020700345,45,Forte,1161.0
Luis,20071215/PHXNOH,"SATURDAY, DECEMBER 15, 2007",0020700345,8,Grillo,1165.0
Courtney,20071215/MINMIL,"SATURDAY, DECEMBER 15, 2007",0020700346,61,Kirkland,2004.0
JB,20071215/MINMIL,"SATURDAY, DECEMBER 15, 2007",0020700346,14,DeRosa,1155.0
Tommy,20071215/MINMIL,"SATURDAY, DECEMBER 15, 2007",0020700346,28,Nunez Jr.,2878.0
Ron,20071215/DALHOU,"SATURDAY, DECEMBER 15, 2007",0020700347,10,Garretson,1164.0
Derrick,20071215/DALHOU,"SATURDAY, DECEMBER 15, 2007",0020700347,54,Collins,2002.0
Mark,20071215/DALHOU,"SATURDAY, DECEMBER 15, 2007",0020700347,53,Lindsay,200834.0
Pat,20071215/DENSAS,"SATURDAY, DECEMBER 15, 2007",0020700348,52,Fraher,2003.0
Eddie,20071215/DENSAS,"SATURDAY, DECEMBER 15, 2007",0020700348,32,Rush,1190.0
Kevin,20071215/DENSAS,"SATURDAY, DECEMBER 15, 2007",0020700348,39,Fehr,1159.0
James,20071215/SEAUTA,"SATURDAY, DECEMBER 15, 2007",0020700349,19,Capers,1148.0
Matt,20071215/SEAUTA,"SATURDAY, DECEMBER 15, 2007",0020700349,46,Boland,2005.0
Jimmy,20071215/SEAUTA,"SATURDAY, DECEMBER 15, 2007",0020700349,6,Clark,1150.0
Scott,20071216/GSWDET,"SUNDAY, DECEMBER 16, 2007",0020700350,48,Foster,1162.0
Scott,20071216/GSWDET,"SUNDAY, DECEMBER 16, 2007",0020700350,31,Wall,1198.0
Eli,20071216/GSWDET,"SUNDAY, DECEMBER 16, 2007",0020700350,64,Roe,2532.0
Bill,20071216/BOSTOR,"SUNDAY, DECEMBER 16, 2007",0020700351,55,Kennedy,1662.0
Ed,20071216/BOSTOR,"SUNDAY, DECEMBER 16, 2007",0020700351,73,Malloy,2530.0
Greg,20071216/BOSTOR,"SUNDAY, DECEMBER 16, 2007",0020700351,57,Willard,1200.0
Bill,20071216/PORDEN,"SUNDAY, DECEMBER 16, 2007",0020700352,22,Spooner,1194.0
Mark,20071216/PORDEN,"SUNDAY, DECEMBER 16, 2007",0020700352,53,Lindsay,200834.0
Leon,20071216/PORDEN,"SUNDAY, DECEMBER 16, 2007",0020700352,40,Wood,1201.0
Tom,20071216/LACLAL,"SUNDAY, DECEMBER 16, 2007",0020700353,49,Washington,1199.0
Leroy,20071216/LACLAL,"SUNDAY, DECEMBER 16, 2007",0020700353,51,Richardson,1188.0
Violet,20071216/LACLAL,"SUNDAY, DECEMBER 16, 2007",0020700353,12,Palmer,1185.0
Derek,20071217/UTAATL,"MONDAY, DECEMBER 17, 2007",0020700354,63,Richardson,1204.0
Eddie,20071217/UTAATL,"MONDAY, DECEMBER 17, 2007",0020700354,32,Rush,1190.0
Mark,20071217/UTAATL,"MONDAY, DECEMBER 17, 2007",0020700354,18,Wunderlich,1203.0
Dan,20071217/MILCLE,"MONDAY, DECEMBER 17, 2007",0020700355,43,Crawford,1152.0
Monty,20071217/MILCLE,"MONDAY, DECEMBER 17, 2007",0020700355,13,McCutchen,1176.0
John,20071217/MILCLE,"MONDAY, DECEMBER 17, 2007",0020700355,67,Goble,101284.0
Ron,20071217/INDNYK,"MONDAY, DECEMBER 17, 2007",0020700356,10,Garretson,1164.0
Derrick,20071217/INDNYK,"MONDAY, DECEMBER 17, 2007",0020700356,54,Collins,2002.0
David,20071217/INDNYK,"MONDAY, DECEMBER 17, 2007",0020700356,60,Guthrie,2714.0
Derrick,20071217/MINMIA,"MONDAY, DECEMBER 17, 2007",0020700357,9,Stafford,1195.0
Bob,20071217/MINMIA,"MONDAY, DECEMBER 17, 2007",0020700357,26,Delaney,1154.0
Bennie,20071217/MINMIA,"MONDAY, DECEMBER 17, 2007",0020700357,47,Adams,1363.0
Mark,20071217/GSWMEM,"MONDAY, DECEMBER 17, 2007",0020700358,56,Ayotte,2148.0
Sean,20071217/GSWMEM,"MONDAY, DECEMBER 17, 2007",0020700358,33,Corbin,1151.0
Bennett,20071217/GSWMEM,"MONDAY, DECEMBER 17, 2007",0020700358,15,Salvatore,1192.0
Pat,20071217/ORLDAL,"MONDAY, DECEMBER 17, 2007",0020700359,52,Fraher,2003.0
Jason,20071217/ORLDAL,"MONDAY, DECEMBER 17, 2007",0020700359,23,Phillips,2001.0
Dick,20071217/ORLDAL,"MONDAY, DECEMBER 17, 2007",0020700359,27,Bavetta,1142.0
Eric,20071217/PHXSAS,"MONDAY, DECEMBER 17, 2007",0020700360,42,Lewis,2715.0
David,20071217/PHXSAS,"MONDAY, DECEMBER 17, 2007",0020700360,36,Jones,1168.0
Jack,20071217/PHXSAS,"MONDAY, DECEMBER 17, 2007",0020700360,35,Nies,1180.0
Violet,20071217/NOHPOR,"MONDAY, DECEMBER 17, 2007",0020700361,12,Palmer,1185.0
Tommy,20071217/NOHPOR,"MONDAY, DECEMBER 17, 2007",0020700361,28,Nunez Jr.,2878.0
Jimmy,20071217/NOHPOR,"MONDAY, DECEMBER 17, 2007",0020700361,6,Clark,1150.0
Matt,20071218/SACNJN,"TUESDAY, DECEMBER 18, 2007",0020700362,46,Boland,2005.0
Scott,20071218/SACNJN,"TUESDAY, DECEMBER 18, 2007",0020700362,48,Foster,1162.0
Rodney,20071218/SACNJN,"TUESDAY, DECEMBER 18, 2007",0020700362,71,Mott,1179.0
Monty,20071218/LALCHI,"TUESDAY, DECEMBER 18, 2007",0020700363,13,McCutchen,1176.0
Phil,20071218/LALCHI,"TUESDAY, DECEMBER 18, 2007",0020700363,11,Robinson,1189.0
Joe,20071218/LALCHI,"TUESDAY, DECEMBER 18, 2007",0020700363,17,Crawford,1153.0
Jimmy,20071218/TORLAC,"TUESDAY, DECEMBER 18, 2007",0020700364,6,Clark,1150.0
Mark,20071218/TORLAC,"TUESDAY, DECEMBER 18, 2007",0020700364,53,Lindsay,200834.0
James,20071218/TORLAC,"TUESDAY, DECEMBER 18, 2007",0020700364,19,Capers,1148.0
Courtney,20071219/CHIWAS,"WEDNESDAY, DECEMBER 19, 2007",0020700365,61,Kirkland,2004.0
Scott,20071219/CHIWAS,"WEDNESDAY, DECEMBER 19, 2007",0020700365,48,Foster,1162.0
Matt,20071219/CHIWAS,"WEDNESDAY, DECEMBER 19, 2007",0020700365,46,Boland,2005.0
Bob,20071219/UTACHA,"WEDNESDAY, DECEMBER 19, 2007",0020700366,26,Delaney,1154.0
Ron,20071219/UTACHA,"WEDNESDAY, DECEMBER 19, 2007",0020700366,44,Olesiak,1184.0
Luis,20071219/UTACHA,"WEDNESDAY, DECEMBER 19, 2007",0020700366,8,Grillo,1165.0
Bennett,20071219/MIAATL,"WEDNESDAY, DECEMBER 19, 2007",0020700367,15,Salvatore,1192.0
Gary,20071219/MIAATL,"WEDNESDAY, DECEMBER 19, 2007",0020700367,59,Zielinski,1664.0
Leon,20071219/MIAATL,"WEDNESDAY, DECEMBER 19, 2007",0020700367,40,Wood,1201.0
Courtney,20071219/MIAATL,"WEDNESDAY, DECEMBER 19, 2007",0020700367,61,Kirkland,2004.0
Scott,20071219/MIAATL,"WEDNESDAY, DECEMBER 19, 2007",0020700367,48,Foster,1162.0
Eric,20071219/MIAATL,"WEDNESDAY, DECEMBER 19, 2007",0020700367,42,Lewis,2715.0
Rodney,20071219/PHIIND,"WEDNESDAY, DECEMBER 19, 2007",0020700368,71,Mott,1179.0
Dan,20071219/PHIIND,"WEDNESDAY, DECEMBER 19, 2007",0020700368,43,Crawford,1152.0
John,20071219/PHIIND,"WEDNESDAY, DECEMBER 19, 2007",0020700368,67,Goble,101284.0
Ron,20071219/DETBOS,"WEDNESDAY, DECEMBER 19, 2007",0020700369,10,Garretson,1164.0
Michael,20071219/DETBOS,"WEDNESDAY, DECEMBER 19, 2007",0020700369,38,Smith,1193.0
Mark,20071219/DETBOS,"WEDNESDAY, DECEMBER 19, 2007",0020700369,56,Ayotte,2148.0
Marc,20071219/CLENYK,"WEDNESDAY, DECEMBER 19, 2007",0020700370,34,Davis,1830.0
Pat,20071219/CLENYK,"WEDNESDAY, DECEMBER 19, 2007",0020700370,52,Fraher,2003.0
Greg,20071219/CLENYK,"WEDNESDAY, DECEMBER 19, 2007",0020700370,57,Willard,1200.0
Mike,20071219/SACMIL,"WEDNESDAY, DECEMBER 19, 2007",0020700371,24,Callahan,1147.0
Bill,20071219/SACMIL,"WEDNESDAY, DECEMBER 19, 2007",0020700371,55,Kennedy,1662.0
Ed,20071219/SACMIL,"WEDNESDAY, DECEMBER 19, 2007",0020700371,73,Malloy,2530.0
Derrick,20071219/SASMEM,"WEDNESDAY, DECEMBER 19, 2007",0020700372,9,Stafford,1195.0
Bennie,20071219/SASMEM,"WEDNESDAY, DECEMBER 19, 2007",0020700372,47,Adams,1363.0
JB,20071219/SASMEM,"WEDNESDAY, DECEMBER 19, 2007",0020700372,14,DeRosa,1155.0
Zach,20071219/GSWMIN,"WEDNESDAY, DECEMBER 19, 2007",0020700373,58,Zarba,2534.0
Derrick,20071219/GSWMIN,"WEDNESDAY, DECEMBER 19, 2007",0020700373,54,Collins,2002.0
Joe,20071219/GSWMIN,"WEDNESDAY, DECEMBER 19, 2007",0020700373,45,Forte,1161.0
David,20071219/ORLHOU,"WEDNESDAY, DECEMBER 19, 2007",0020700374,36,Jones,1168.0
Eli,20071219/ORLHOU,"WEDNESDAY, DECEMBER 19, 2007",0020700374,64,Roe,2532.0
Jack,20071219/ORLHOU,"WEDNESDAY, DECEMBER 19, 2007",0020700374,35,Nies,1180.0
Derek,20071219/PHXDAL,"WEDNESDAY, DECEMBER 19, 2007",0020700375,63,Richardson,1204.0
Eddie,20071219/PHXDAL,"WEDNESDAY, DECEMBER 19, 2007",0020700375,32,Rush,1190.0
Mark,20071219/PHXDAL,"WEDNESDAY, DECEMBER 19, 2007",0020700375,18,Wunderlich,1203.0
Tom,20071219/TORPOR,"WEDNESDAY, DECEMBER 19, 2007",0020700376,49,Washington,1199.0
Jason,20071219/TORPOR,"WEDNESDAY, DECEMBER 19, 2007",0020700376,23,Phillips,2001.0
Leroy,20071219/TORPOR,"WEDNESDAY, DECEMBER 19, 2007",0020700376,51,Richardson,1188.0
David,20071219/NOHSEA,"WEDNESDAY, DECEMBER 19, 2007",0020700377,60,Guthrie,2714.0
Sean,20071219/NOHSEA,"WEDNESDAY, DECEMBER 19, 2007",0020700377,33,Corbin,1151.0
Dick,20071219/NOHSEA,"WEDNESDAY, DECEMBER 19, 2007",0020700377,27,Bavetta,1142.0
Olandis,20071220/NJNMIA,"THURSDAY, DECEMBER 20, 2007",0020700378,50,Poole,2716.0
Scott,20071220/NJNMIA,"THURSDAY, DECEMBER 20, 2007",0020700378,31,Wall,1198.0
Joe,20071220/NJNMIA,"THURSDAY, DECEMBER 20, 2007",0020700378,17,Crawford,1153.0
Ron,20071220/LALCLE,"THURSDAY, DECEMBER 20, 2007",0020700379,10,Garretson,1164.0
Zach,20071220/LALCLE,"THURSDAY, DECEMBER 20, 2007",0020700379,58,Zarba,2534.0
Derrick,20071220/LALCLE,"THURSDAY, DECEMBER 20, 2007",0020700379,54,Collins,2002.0
Tom,20071220/HOUDEN,"THURSDAY, DECEMBER 20, 2007",0020700380,49,Washington,1199.0
Jason,20071220/HOUDEN,"THURSDAY, DECEMBER 20, 2007",0020700380,23,Phillips,2001.0
Leroy,20071220/HOUDEN,"THURSDAY, DECEMBER 20, 2007",0020700380,51,Richardson,1188.0
Leon,20071221/CHIBOS,"FRIDAY, DECEMBER 21, 2007",0020700381,40,Wood,1201.0
Gary,20071221/CHIBOS,"FRIDAY, DECEMBER 21, 2007",0020700381,59,Zielinski,1664.0
Bennett,20071221/CHIBOS,"FRIDAY, DECEMBER 21, 2007",0020700381,15,Salvatore,1192.0
Tony,20071221/LALPHI,"FRIDAY, DECEMBER 21, 2007",0020700382,25,Brothers,1146.0
Ed,20071221/LALPHI,"FRIDAY, DECEMBER 21, 2007",0020700382,73,Malloy,2530.0
Eddie,20071221/LALPHI,"FRIDAY, DECEMBER 21, 2007",0020700382,32,Rush,1190.0
Michael,20071221/ATLWAS,"FRIDAY, DECEMBER 21, 2007",0020700383,38,Smith,1193.0
Sean,20071221/ATLWAS,"FRIDAY, DECEMBER 21, 2007",0020700383,65,Wright,2882.0
Joe,20071221/ATLWAS,"FRIDAY, DECEMBER 21, 2007",0020700383,45,Forte,1161.0
Mike,20071221/NYKCHA,"FRIDAY, DECEMBER 21, 2007",0020700384,24,Callahan,1147.0
Bill,20071221/NYKCHA,"FRIDAY, DECEMBER 21, 2007",0020700384,55,Kennedy,1662.0
Kevin,20071221/NYKCHA,"FRIDAY, DECEMBER 21, 2007",0020700384,39,Fehr,1159.0
Scott,20071221/UTAORL,"FRIDAY, DECEMBER 21, 2007",0020700385,48,Foster,1162.0
Bennie,20071221/UTAORL,"FRIDAY, DECEMBER 21, 2007",0020700385,47,Adams,1363.0
John,20071221/UTAORL,"FRIDAY, DECEMBER 21, 2007",0020700385,67,Goble,101284.0
Jimmy,20071221/MEMDET,"FRIDAY, DECEMBER 21, 2007",0020700386,6,Clark,1150.0
Rodney,20071221/MEMDET,"FRIDAY, DECEMBER 21, 2007",0020700386,71,Mott,1179.0
Tommy,20071221/MEMDET,"FRIDAY, DECEMBER 21, 2007",0020700386,28,Nunez Jr.,2878.0
Tony,20071221/INDMIN,"FRIDAY, DECEMBER 21, 2007",0020700387,30,Brown,2529.0
Marc,20071221/INDMIN,"FRIDAY, DECEMBER 21, 2007",0020700387,34,Davis,1830.0
Greg,20071221/INDMIN,"FRIDAY, DECEMBER 21, 2007",0020700387,57,Willard,1200.0
Bob,20071221/LACDAL,"FRIDAY, DECEMBER 21, 2007",0020700388,26,Delaney,1154.0
Luis,20071221/LACDAL,"FRIDAY, DECEMBER 21, 2007",0020700388,8,Grillo,1165.0
Mark,20071221/LACDAL,"FRIDAY, DECEMBER 21, 2007",0020700388,56,Ayotte,2148.0
David,20071221/DENPOR,"FRIDAY, DECEMBER 21, 2007",0020700389,60,Guthrie,2714.0
Dick,20071221/DENPOR,"FRIDAY, DECEMBER 21, 2007",0020700389,27,Bavetta,1142.0
Sean,20071221/DENPOR,"FRIDAY, DECEMBER 21, 2007",0020700389,33,Corbin,1151.0
Bill,20071221/TORSEA,"FRIDAY, DECEMBER 21, 2007",0020700390,22,Spooner,1194.0
Violet,20071221/TORSEA,"FRIDAY, DECEMBER 21, 2007",0020700390,12,Palmer,1185.0
Ron,20071221/TORSEA,"FRIDAY, DECEMBER 21, 2007",0020700390,44,Olesiak,1184.0
Ed,20071222/WASIND,"SATURDAY, DECEMBER 22, 2007",0020700391,73,Malloy,2530.0
Derek,20071222/WASIND,"SATURDAY, DECEMBER 22, 2007",0020700391,63,Richardson,1204.0
Mark,20071222/WASIND,"SATURDAY, DECEMBER 22, 2007",0020700391,18,Wunderlich,1203.0
Monty,20071222/GSWNJN,"SATURDAY, DECEMBER 22, 2007",0020700392,13,McCutchen,1176.0
Sean,20071222/GSWNJN,"SATURDAY, DECEMBER 22, 2007",0020700392,65,Wright,2882.0
Michael,20071222/GSWNJN,"SATURDAY, DECEMBER 22, 2007",0020700392,38,Smith,1193.0
David,20071222/UTAMIA,"SATURDAY, DECEMBER 22, 2007",0020700393,36,Jones,1168.0
Eli,20071222/UTAMIA,"SATURDAY, DECEMBER 22, 2007",0020700393,64,Roe,2532.0
JB,20071222/UTAMIA,"SATURDAY, DECEMBER 22, 2007",0020700393,14,DeRosa,1155.0
Ron,20071222/PHIMEM,"SATURDAY, DECEMBER 22, 2007",0020700394,10,Garretson,1164.0
Derrick,20071222/PHIMEM,"SATURDAY, DECEMBER 22, 2007",0020700394,54,Collins,2002.0
Jason,20071222/PHIMEM,"SATURDAY, DECEMBER 22, 2007",0020700394,23,Phillips,2001.0
Joe,20071222/MINNOH,"SATURDAY, DECEMBER 22, 2007",0020700395,17,Crawford,1153.0
Scott,20071222/MINNOH,"SATURDAY, DECEMBER 22, 2007",0020700395,31,Wall,1198.0
Olandis,20071222/MINNOH,"SATURDAY, DECEMBER 22, 2007",0020700395,50,Poole,2716.0
Dan,20071222/HOUCHI,"SATURDAY, DECEMBER 22, 2007",0020700396,43,Crawford,1152.0
James,20071222/HOUCHI,"SATURDAY, DECEMBER 22, 2007",0020700396,19,Capers,1148.0
Eric,20071222/HOUCHI,"SATURDAY, DECEMBER 22, 2007",0020700396,42,Lewis,2715.0
Derrick,20071222/CHAMIL,"SATURDAY, DECEMBER 22, 2007",0020700397,9,Stafford,1195.0
Zach,20071222/CHAMIL,"SATURDAY, DECEMBER 22, 2007",0020700397,58,Zarba,2534.0
Joe,20071222/CHAMIL,"SATURDAY, DECEMBER 22, 2007",0020700397,45,Forte,1161.0
Mike,20071222/LACSAS,"SATURDAY, DECEMBER 22, 2007",0020700398,24,Callahan,1147.0
Bill,20071222/LACSAS,"SATURDAY, DECEMBER 22, 2007",0020700398,55,Kennedy,1662.0
Brian,20071222/LACSAS,"SATURDAY, DECEMBER 22, 2007",0020700398,62,Forte,101283.0
Sean,20071222/TORPHX,"SATURDAY, DECEMBER 22, 2007",0020700399,33,Corbin,1151.0
Dick,20071222/TORPHX,"SATURDAY, DECEMBER 22, 2007",0020700399,27,Bavetta,1142.0
David,20071222/TORPHX,"SATURDAY, DECEMBER 22, 2007",0020700399,60,Guthrie,2714.0
Tom,20071223/LALNYK,"SUNDAY, DECEMBER 23, 2007",0020700400,49,Washington,1199.0
Courtney,20071223/LALNYK,"SUNDAY, DECEMBER 23, 2007",0020700400,61,Kirkland,2004.0
Matt,20071223/LALNYK,"SUNDAY, DECEMBER 23, 2007",0020700400,46,Boland,2005.0
Leon,20071223/HOUDET,"SUNDAY, DECEMBER 23, 2007",0020700401,40,Wood,1201.0
John,20071223/HOUDET,"SUNDAY, DECEMBER 23, 2007",0020700401,67,Goble,101284.0
Bennett,20071223/HOUDET,"SUNDAY, DECEMBER 23, 2007",0020700401,15,Salvatore,1192.0
Rodney,20071223/GSWCLE,"SUNDAY, DECEMBER 23, 2007",0020700402,71,Mott,1179.0
Tommy,20071223/GSWCLE,"SUNDAY, DECEMBER 23, 2007",0020700402,28,Nunez Jr.,2878.0
Jimmy,20071223/GSWCLE,"SUNDAY, DECEMBER 23, 2007",0020700402,6,Clark,1150.0
Tony,20071223/ORLBOS,"SUNDAY, DECEMBER 23, 2007",0020700403,25,Brothers,1146.0
Pat,20071223/ORLBOS,"SUNDAY, DECEMBER 23, 2007",0020700403,52,Fraher,2003.0
Eddie,20071223/ORLBOS,"SUNDAY, DECEMBER 23, 2007",0020700403,32,Rush,1190.0
Bill,20071223/DENSAC,"SUNDAY, DECEMBER 23, 2007",0020700404,22,Spooner,1194.0
Violet,20071223/DENSAC,"SUNDAY, DECEMBER 23, 2007",0020700404,12,Palmer,1185.0
Ron,20071223/DENSAC,"SUNDAY, DECEMBER 23, 2007",0020700404,44,Olesiak,1184.0
Sean,20071225/MIACLE,"TUESDAY, DECEMBER 25, 2007",0020700405,65,Wright,2882.0
Bob,20071225/MIACLE,"TUESDAY, DECEMBER 25, 2007",0020700405,26,Delaney,1154.0
Luis,20071225/MIACLE,"TUESDAY, DECEMBER 25, 2007",0020700405,8,Grillo,1165.0
Bill,20071225/PHXLAL,"TUESDAY, DECEMBER 25, 2007",0020700406,55,Kennedy,1662.0
Gary,20071225/PHXLAL,"TUESDAY, DECEMBER 25, 2007",0020700406,59,Zielinski,1664.0
Greg,20071225/PHXLAL,"TUESDAY, DECEMBER 25, 2007",0020700406,57,Willard,1200.0
Scott,20071225/SEAPOR,"TUESDAY, DECEMBER 25, 2007",0020700407,48,Foster,1162.0
Rodney,20071225/SEAPOR,"TUESDAY, DECEMBER 25, 2007",0020700407,71,Mott,1179.0
Eric,20071225/SEAPOR,"TUESDAY, DECEMBER 25, 2007",0020700407,42,Lewis,2715.0
Derrick,20071226/MIAPHI,"WEDNESDAY, DECEMBER 26, 2007",0020700408,9,Stafford,1195.0
Zach,20071226/MIAPHI,"WEDNESDAY, DECEMBER 26, 2007",0020700408,58,Zarba,2534.0
Joe,20071226/MIAPHI,"WEDNESDAY, DECEMBER 26, 2007",0020700408,45,Forte,1161.0
Derrick,20071226/WASCHA,"WEDNESDAY, DECEMBER 26, 2007",0020700409,54,Collins,2002.0
Leroy,20071226/WASCHA,"WEDNESDAY, DECEMBER 26, 2007",0020700409,51,Richardson,1188.0
Bill,20071226/WASCHA,"WEDNESDAY, DECEMBER 26, 2007",0020700409,22,Spooner,1194.0
Monty,20071226/INDATL,"WEDNESDAY, DECEMBER 26, 2007",0020700410,13,McCutchen,1176.0
Scott,20071226/INDATL,"WEDNESDAY, DECEMBER 26, 2007",0020700410,31,Wall,1198.0
Phil,20071226/INDATL,"WEDNESDAY, DECEMBER 26, 2007",0020700410,11,Robinson,1189.0
Ken,20071226/NYKORL,"WEDNESDAY, DECEMBER 26, 2007",0020700411,41,Mauer,1174.0
Michael,20071226/NYKORL,"WEDNESDAY, DECEMBER 26, 2007",0020700411,38,Smith,1193.0
Olandis,20071226/NYKORL,"WEDNESDAY, DECEMBER 26, 2007",0020700411,50,Poole,2716.0
Tony,20071226/DETNJN,"WEDNESDAY, DECEMBER 26, 2007",0020700412,25,Brothers,1146.0
Eddie,20071226/DETNJN,"WEDNESDAY, DECEMBER 26, 2007",0020700412,32,Rush,1190.0
Tony,20071226/DETNJN,"WEDNESDAY, DECEMBER 26, 2007",0020700412,30,Brown,2529.0
Marc,20071226/NOHMEM,"WEDNESDAY, DECEMBER 26, 2007",0020700413,34,Davis,1830.0
Pat,20071226/NOHMEM,"WEDNESDAY, DECEMBER 26, 2007",0020700413,52,Fraher,2003.0
Steve,20071226/NOHMEM,"WEDNESDAY, DECEMBER 26, 2007",0020700413,29,Javie,1167.0
Tom,20071226/CHISAS,"WEDNESDAY, DECEMBER 26, 2007",0020700414,49,Washington,1199.0
Jason,20071226/CHISAS,"WEDNESDAY, DECEMBER 26, 2007",0020700414,23,Phillips,2001.0
Sean,20071226/CHISAS,"WEDNESDAY, DECEMBER 26, 2007",0020700414,33,Corbin,1151.0
