GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,SEASON,VISITOR_TEAM_ID,WH_STATUS,ATTENDANCE,GAME_DATE,GAME_TIME
19931105/CHICHH,1993-11-05T00:00:00,0029300001,,3, ,1610612766,,5,Q5  - ,,1993,1610612741,1,23698,"FRIDAY, NOVEMBER 5, 1993",
19931105/NJNHOU,1993-11-05T00:00:00,0029300002,,3, ,1610612745,,4,Q4  - ,,1993,1610612751,1,11128,"FRIDAY, NOVEMBER 5, 1993",
19931105/INDATL,1993-11-05T00:00:00,0029300003,,3, ,1610612737,,4,Q4  - ,,1993,1610612754,1,12032,"FRIDAY, NOVEMBER 5, 1993",
19931105/DALUTH,1993-11-05T00:00:00,0029300004,,3, ,1610612762,,4,Q4  - ,,1993,1610612742,1,19911,"FRIDAY, NOVEMBER 5, 1993",
19931105/NYKBOS,1993-11-05T00:00:00,0029300005,,3, ,1610612738,,4,Q4  - ,,1993,1610612752,1,14890,"FRIDAY, NOVEMBER 5, 1993",
19931105/MILCLE,1993-11-05T00:00:00,0029300006,,3, ,1610612739,,4,Q4  - ,,1993,1610612749,1,17102,"FRIDAY, NOVEMBER 5, 1993",
19931105/ORLMIA,1993-11-05T00:00:00,0029300007,,3, ,1610612748,,4,Q4  - ,,1993,1610612753,1,15200,"FRIDAY, NOVEMBER 5, 1993",
19931105/PORLAC,1993-11-05T00:00:00,0029300008,,3, ,1610612746,,4,Q4  - ,,1993,1610612757,1,11246,"FRIDAY, NOVEMBER 5, 1993",
19931105/WASPHL,1993-11-05T00:00:00,0029300009,,3, ,1610612755,,4,Q4  - ,,1993,1610612764,1,14531,"FRIDAY, NOVEMBER 5, 1993",
19931105/DENSAC,1993-11-05T00:00:00,0029300010,,3, ,1610612758,,4,Q4  - ,,1993,1610612743,1,17317,"FRIDAY, NOVEMBER 5, 1993",
19931105/MINDET,1993-11-05T00:00:00,0029300011,,3, ,1610612765,,4,Q4  - ,,1993,1610612750,1,21454,"FRIDAY, NOVEMBER 5, 1993",
19931105/GOSSAN,1993-11-05T00:00:00,0029300012,,3, ,1610612759,,4,Q4  - ,,1993,1610612744,1,36523,"FRIDAY, NOVEMBER 5, 1993",
19931105/PHXLAL,1993-11-05T00:00:00,0029300013,,3, ,1610612747,,4,Q4  - ,,1993,1610612756,1,17505,"FRIDAY, NOVEMBER 5, 1993",
19931106/UTHMIN,1993-11-06T00:00:00,0029300014,,3, ,1610612750,,4,Q4  - ,,1993,1610612762,1,18827,"SATURDAY, NOVEMBER 6, 1993",
19931106/MIACHI,1993-11-06T00:00:00,0029300015,,3, ,1610612741,,4,Q4  - ,,1993,1610612748,1,18676,"SATURDAY, NOVEMBER 6, 1993",
19931106/LALSEA,1993-11-06T00:00:00,0029300016,,3, ,1610612760,,4,Q4  - ,,1993,1610612747,1,14813,"SATURDAY, NOVEMBER 6, 1993",
19931106/GOSDAL,1993-11-06T00:00:00,0029300017,,3, ,1610612742,,4,Q4  - ,,1993,1610612744,1,13195,"SATURDAY, NOVEMBER 6, 1993",
19931106/CHHMIL,1993-11-06T00:00:00,0029300018,,3, ,1610612749,,4,Q4  - ,,1993,1610612766,1,18633,"SATURDAY, NOVEMBER 6, 1993",
19931106/PHLORL,1993-11-06T00:00:00,0029300019,,3, ,1610612753,,4,Q4  - ,,1993,1610612755,1,15291,"SATURDAY, NOVEMBER 6, 1993",
19931106/BOSWAS,1993-11-06T00:00:00,0029300020,,3, ,1610612764,,4,Q4  - ,,1993,1610612738,1,18756,"SATURDAY, NOVEMBER 6, 1993",
19931106/DETIND,1993-11-06T00:00:00,0029300021,,3, ,1610612754,,4,Q4  - ,,1993,1610612765,1,14331,"SATURDAY, NOVEMBER 6, 1993",
19931107/HOUPOR,1993-11-07T00:00:00,0029300022,,3, ,1610612757,,4,Q4  - ,,1993,1610612745,1,12888,"SUNDAY, NOVEMBER 7, 1993",
19931107/SACPHX,1993-11-07T00:00:00,0029300023,,3, ,1610612756,,4,Q4  - ,,1993,1610612758,1,19023,"SUNDAY, NOVEMBER 7, 1993",
19931107/NJNSAN,1993-11-07T00:00:00,0029300024,,3, ,1610612759,,4,Q4  - ,,1993,1610612751,1,15280,"SUNDAY, NOVEMBER 7, 1993",
19931107/NYKCLE,1993-11-07T00:00:00,0029300025,,3, ,1610612739,,5,Q5  - ,,1993,1610612752,1,17727,"SUNDAY, NOVEMBER 7, 1993",
19931107/LACDEN,1993-11-07T00:00:00,0029300026,,3, ,1610612743,,4,Q4  - ,,1993,1610612746,1,17171,"SUNDAY, NOVEMBER 7, 1993",
19931108/MILBOS,1993-11-08T00:00:00,0029300027,,3, ,1610612738,,4,Q4  - ,,1993,1610612749,1,14890,"MONDAY, NOVEMBER 8, 1993",
19931108/ATLCHI,1993-11-08T00:00:00,0029300028,,3, ,1610612741,,4,Q4  - ,,1993,1610612737,1,18157,"MONDAY, NOVEMBER 8, 1993",
19931108/SEAUTH,1993-11-08T00:00:00,0029300029,,3, ,1610612762,,4,Q4  - ,,1993,1610612760,1,19911,"MONDAY, NOVEMBER 8, 1993",
19931109/MINSAN,1993-11-09T00:00:00,0029300030,,3, ,1610612759,,4,Q4  - ,,1993,1610612750,1,16087,"TUESDAY, NOVEMBER 9, 1993",
19931109/WASDET,1993-11-09T00:00:00,0029300031,,3, ,1610612765,,4,Q4  - ,,1993,1610612764,1,21454,"TUESDAY, NOVEMBER 9, 1993",
19931109/PHLNYK,1993-11-09T00:00:00,0029300032,,3, ,1610612752,,4,Q4  - ,,1993,1610612755,1,19763,"TUESDAY, NOVEMBER 9, 1993",
19931109/CHHCLE,1993-11-09T00:00:00,0029300033,,3, ,1610612739,,4,Q4  - ,,1993,1610612766,1,18134,"TUESDAY, NOVEMBER 9, 1993",
19931109/PHXLAC,1993-11-09T00:00:00,0029300034,,3, ,1610612746,,4,Q4  - ,,1993,1610612756,1,12112,"TUESDAY, NOVEMBER 9, 1993",
19931109/PORLAL,1993-11-09T00:00:00,0029300035,,3, ,1610612747,,4,Q4  - ,,1993,1610612757,1,11476,"TUESDAY, NOVEMBER 9, 1993",
19931109/INDORL,1993-11-09T00:00:00,0029300036,,3, ,1610612753,,4,Q4  - ,,1993,1610612754,1,15291,"TUESDAY, NOVEMBER 9, 1993",
19931109/DENSEA,1993-11-09T00:00:00,0029300037,,3, ,1610612760,,4,Q4  - ,,1993,1610612743,1,14253,"TUESDAY, NOVEMBER 9, 1993",
19931109/HOUGOS,1993-11-09T00:00:00,0029300038,,3, ,1610612744,,4,Q4  - ,,1993,1610612745,1,15025,"TUESDAY, NOVEMBER 9, 1993",
19931109/NJNDAL,1993-11-09T00:00:00,0029300039,,3, ,1610612742,,4,Q4  - ,,1993,1610612751,1,11561,"TUESDAY, NOVEMBER 9, 1993",
19931110/ATLUTH,1993-11-10T00:00:00,0029300040,,3, ,1610612762,,4,Q4  - ,,1993,1610612737,1,19911,"WEDNESDAY, NOVEMBER 10, 1993",
19931110/LALSAC,1993-11-10T00:00:00,0029300041,,3, ,1610612758,,4,Q4  - ,,1993,1610612747,1,17317,"WEDNESDAY, NOVEMBER 10, 1993",
19931110/SANPHX,1993-11-10T00:00:00,0029300042,,3, ,1610612756,,4,Q4  - ,,1993,1610612759,1,19032,"WEDNESDAY, NOVEMBER 10, 1993",
19931110/CHIMIL,1993-11-10T00:00:00,0029300043,,3, ,1610612749,,4,Q4  - ,,1993,1610612741,1,18633,"WEDNESDAY, NOVEMBER 10, 1993",
19931110/BOSPHL,1993-11-10T00:00:00,0029300044,,3, ,1610612755,,4,Q4  - ,,1993,1610612738,1,9652,"WEDNESDAY, NOVEMBER 10, 1993",
19931110/NYKWAS,1993-11-10T00:00:00,0029300045,,3, ,1610612764,,4,Q4  - ,,1993,1610612752,1,13522,"WEDNESDAY, NOVEMBER 10, 1993",
19931111/INDNJN,1993-11-11T00:00:00,0029300046,,3, ,1610612751,,5,Q5  - ,,1993,1610612754,1,16151,"THURSDAY, NOVEMBER 11, 1993",
19931111/ORLCHH,1993-11-11T00:00:00,0029300047,,3, ,1610612766,,4,Q4  - ,,1993,1610612753,1,23698,"THURSDAY, NOVEMBER 11, 1993",
19931111/DETLAC,1993-11-11T00:00:00,0029300048,,3, ,1610612746,,4,Q4  - ,,1993,1610612765,1,9021,"THURSDAY, NOVEMBER 11, 1993",
19931111/MILMIA,1993-11-11T00:00:00,0029300049,,3, ,1610612748,,4,Q4  - ,,1993,1610612749,1,15010,"THURSDAY, NOVEMBER 11, 1993",
