GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,SEASON,VISITOR_TEAM_ID,WH_STATUS,ATTENDANCE,GAME_DATE,GAME_TIME
20151027/DETATL,2015-10-27T00:00:00,21500001,1,3,Final,1610612737,     ,4,Q4       - ,,2015,1610612765,1,19187,"TUESDAY, OCTOBER 27, 2015",2:11
20151027/CLECHI,2015-10-27T00:00:00,21500002,2,3,Final,1610612741,     ,4,Q4       - TNT,TNT,2015,1610612739,1,21957,"TUESDAY, OCTOBER 27, 2015",2:22
20151027/NOPGSW,2015-10-27T00:00:00,21500003,3,3,Final,1610612744,     ,4,Q4       - TNT,TNT,2015,1610612740,1,19596,"TUESDAY, OCTOBER 27, 2015",2:25
20151028/WASORL,2015-10-28T00:00:00,21500004,1,3,Final,1610612753,     ,4,Q4       - ,,2015,1610612764,1,18846,"WEDNESDAY, OCTOBER 28, 2015",2:21
20151028/PHIBOS,2015-10-28T00:00:00,21500005,2,3,Final,1610612738,     ,4,Q4       - ,,2015,1610612755,1,18624,"WEDNESDAY, OCTOBER 28, 2015",2:14
20151028/CHIBKN,2015-10-28T00:00:00,21500006,3,3,Final,1610612751,     ,4,Q4       - ,,2015,1610612741,1,17732,"WEDNESDAY, OCTOBER 28, 2015",2:13
20151028/UTADET,2015-10-28T00:00:00,21500007,4,3,Final,1610612765,     ,4,Q4       - ,,2015,1610612762,1,18434,"WEDNESDAY, OCTOBER 28, 2015",2:19
20151028/CHAMIA,2015-10-28T00:00:00,21500008,5,3,Final,1610612748,     ,4,Q4       - ,,2015,1610612766,1,19724,"WEDNESDAY, OCTOBER 28, 2015",2:19
20151028/INDTOR,2015-10-28T00:00:00,21500009,6,3,Final,1610612761,     ,4,Q4       - ,,2015,1610612754,1,19800,"WEDNESDAY, OCTOBER 28, 2015",2:35
20151028/DENHOU,2015-10-28T00:00:00,21500010,7,3,Final,1610612745,     ,4,Q4       - ,,2015,1610612743,1,18240,"WEDNESDAY, OCTOBER 28, 2015",2:13
20151028/CLEMEM,2015-10-28T00:00:00,21500011,8,3,Final,1610612763,     ,4,Q4       - ,,2015,1610612739,1,18119,"WEDNESDAY, OCTOBER 28, 2015",2:08
20151028/NYKMIL,2015-10-28T00:00:00,21500012,9,3,Final,1610612749,     ,4,Q4       - ,,2015,1610612752,1,18717,"WEDNESDAY, OCTOBER 28, 2015",2:20
20151028/SASOKC,2015-10-28T00:00:00,21500013,10,3,Final,1610612760,     ,4,Q4       - ESPN,ESPN,2015,1610612759,1,18203,"WEDNESDAY, OCTOBER 28, 2015",2:19
20151028/DALPHX,2015-10-28T00:00:00,21500014,11,3,Final,1610612756,     ,4,Q4       - ,,2015,1610612742,1,18055,"WEDNESDAY, OCTOBER 28, 2015",2:21
20151028/NOPPOR,2015-10-28T00:00:00,21500015,12,3,Final,1610612757,     ,4,Q4       - ,,2015,1610612740,1,19393,"WEDNESDAY, OCTOBER 28, 2015",2:07
20151028/LACSAC,2015-10-28T00:00:00,21500016,13,3,Final,1610612758,     ,4,Q4       - ,,2015,1610612746,1,17458,"WEDNESDAY, OCTOBER 28, 2015",2:20
20151028/MINLAL,2015-10-28T00:00:00,21500017,14,3,Final,1610612747,     ,4,Q4       - ESPN,ESPN,2015,1610612750,1,18997,"WEDNESDAY, OCTOBER 28, 2015",2:35
20151029/MEMIND,2015-10-29T00:00:00,21500018,1,3,Final,1610612754,     ,4,Q4       - ,,2015,1610612763,1,18165,"THURSDAY, OCTOBER 29, 2015",2:18
20151029/ATLNYK,2015-10-29T00:00:00,21500019,2,3,Final,1610612752,     ,4,Q4       - TNT,TNT,2015,1610612737,1,19812,"THURSDAY, OCTOBER 29, 2015",2:22
20151029/DALLAC,2015-10-29T00:00:00,21500020,3,3,Final,1610612746,     ,4,Q4       - TNT,TNT,2015,1610612742,1,19218,"THURSDAY, OCTOBER 29, 2015",2:24
20151030/MIACLE,2015-10-30T00:00:00,21500021,1,3,Final,1610612739,     ,4,Q4       - ESPN,ESPN,2015,1610612748,1,20562,"FRIDAY, OCTOBER 30, 2015",2:17
20151030/OKCORL,2015-10-30T00:00:00,21500022,2,3,Final,1610612753,     ,6,Q6       - ,,2015,1610612760,1,18846,"FRIDAY, OCTOBER 30, 2015",3:07
20151030/UTAPHI,2015-10-30T00:00:00,21500023,3,3,Final,1610612755,     ,4,Q4       - ,,2015,1610612762,1,17122,"FRIDAY, OCTOBER 30, 2015",2:15
