GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,SEASON,VISITOR_TEAM_ID,WH_STATUS,ATTENDANCE,GAME_DATE,GAME_TIME
19860115/UTHGOS,1986-01-15T00:00:00,0028500001,,3, ,1610612744,,4,Q4  - ,,1985,1610612762,1,7050,"WEDNESDAY, JANUARY 15, 1986",
19851115/SEAPHX,1985-11-15T00:00:00,0028500002,,3, ,1610612756,,4,Q4  - ,,1985,1610612760,1,9959,"FRIDAY, NOVEMBER 15, 1985",
19851124/MILPHX,1985-11-24T00:00:00,0028500003,,3, ,1610612756,,5,Q5  - ,,1985,1610612749,1,10916,"SUNDAY, NOVEMBER 24, 1985",
19851025/BOSNJN,1985-10-25T00:00:00,0028500004,,3, ,1610612751,,5,Q5  - ,,1985,1610612738,1,13095,"FRIDAY, OCTOBER 25, 1985",
19851025/WASATL,1985-10-25T00:00:00,0028500005,,3, ,1610612737,,4,Q4  - ,,1985,1610612764,1,10129,"FRIDAY, OCTOBER 25, 1985",
19851025/LACSAC,1985-10-25T00:00:00,0028500006,,3, ,1610612758,,4,Q4  - ,,1985,1610612746,1,10333,"FRIDAY, OCTOBER 25, 1985",
19851025/CLECHI,1985-10-25T00:00:00,0028500007,,3, ,1610612741,,5,Q5  - ,,1985,1610612739,1,11124,"FRIDAY, OCTOBER 25, 1985",
19851025/DENGOS,1985-10-25T00:00:00,0028500008,,3, ,1610612744,,4,Q4  - ,,1985,1610612743,1,6593,"FRIDAY, OCTOBER 25, 1985",
19851025/PHXPOR,1985-10-25T00:00:00,0028500009,,3, ,1610612757,,5,Q5  - ,,1985,1610612756,1,12666,"FRIDAY, OCTOBER 25, 1985",
19851025/MILDET,1985-10-25T00:00:00,0028500010,,3, ,1610612765,,4,Q4  - ,,1985,1610612749,1,24353,"FRIDAY, OCTOBER 25, 1985",
19851025/HOUUTH,1985-10-25T00:00:00,0028500011,,3, ,1610612762,,4,Q4  - ,,1985,1610612745,1,12431,"FRIDAY, OCTOBER 25, 1985",
