GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,SEASON,VISITOR_TEAM_ID,WH_STATUS,ATTENDANCE,GAME_DATE,GAME_TIME
19811030/WASBOS,1981-10-30T00:00:00,0028100001,,3, ,1610612738,,4,Q4  - ,,1981,1610612764,1,15320,"FRIDAY, OCTOBER 30, 1981",
19811030/PHXPOR,1981-10-30T00:00:00,0028100002,,3, ,1610612757,,4,Q4  - ,,1981,1610612756,1,12666,"FRIDAY, OCTOBER 30, 1981",
19811030/MILDET,1981-10-30T00:00:00,0028100003,,3, ,1610612765,,4,Q4  - ,,1981,1610612749,1,9182,"FRIDAY, OCTOBER 30, 1981",
19811030/SANKCK,1981-10-30T00:00:00,0028100004,,3, ,1610612758,,4,Q4  - ,,1981,1610612759,1,11010,"FRIDAY, OCTOBER 30, 1981",
19811030/NYKNJN,1981-10-30T00:00:00,0028100005,,3, ,1610612751,,4,Q4  - ,,1981,1610612752,1,17150,"FRIDAY, OCTOBER 30, 1981",
19811030/HOULAL,1981-10-30T00:00:00,0028100006,,3, ,1610612747,,6,Q6  - ,,1981,1610612745,1,15884,"FRIDAY, OCTOBER 30, 1981",
19811030/CLEPHL,1981-10-30T00:00:00,0028100007,,3, ,1610612755,,4,Q4  - ,,1981,1610612739,1,14102,"FRIDAY, OCTOBER 30, 1981",
19811030/DALUTH,1981-10-30T00:00:00,0028100008,,3, ,1610612762,,4,Q4  - ,,1981,1610612742,1,6709,"FRIDAY, OCTOBER 30, 1981",
19811030/GOSDEN,1981-10-30T00:00:00,0028100009,,3, ,1610612743,,4,Q4  - ,,1981,1610612744,1,11989,"FRIDAY, OCTOBER 30, 1981",
19811030/CHIIND,1981-10-30T00:00:00,0028100010,,3, ,1610612754,,4,Q4  - ,,1981,1610612741,1,8492,"FRIDAY, OCTOBER 30, 1981",
19811031/DENSAN,1981-10-31T00:00:00,0028100011,,3, ,1610612759,,4,Q4  - ,,1981,1610612743,1,9487,"SATURDAY, OCTOBER 31, 1981",
19811031/BOSMIL,1981-10-31T00:00:00,0028100012,,3, ,1610612749,,4,Q4  - ,,1981,1610612738,1,11052,"SATURDAY, OCTOBER 31, 1981",
19811031/DETCHI,1981-10-31T00:00:00,0028100013,,3, ,1610612741,,4,Q4  - ,,1981,1610612765,1,18633,"SATURDAY, OCTOBER 31, 1981",
19811031/INDNYK,1981-10-31T00:00:00,0028100014,,3, ,1610612752,,4,Q4  - ,,1981,1610612754,1,15952,"SATURDAY, OCTOBER 31, 1981",
19811031/HOUSDC,1981-10-31T00:00:00,0028100015,,3, ,1610612746,,4,Q4  - ,,1981,1610612745,1,6539,"SATURDAY, OCTOBER 31, 1981",
19811031/PHXSEA,1981-10-31T00:00:00,0028100016,,3, ,1610612760,,4,Q4  - ,,1981,1610612756,1,33014,"SATURDAY, OCTOBER 31, 1981",
19811031/PHLATL,1981-10-31T00:00:00,0028100017,,3, ,1610612737,,4,Q4  - ,,1981,1610612755,1,9820,"SATURDAY, OCTOBER 31, 1981",
19811031/KCKDAL,1981-10-31T00:00:00,0028100018,,3, ,1610612742,,4,Q4  - ,,1981,1610612758,1,7865,"SATURDAY, OCTOBER 31, 1981",
19811031/UTHGOS,1981-10-31T00:00:00,0028100019,,3, ,1610612744,,4,Q4  - ,,1981,1610612762,1,7193,"SATURDAY, OCTOBER 31, 1981",
19811101/SEAPOR,1981-11-01T00:00:00,0028100020,,3, ,1610612757,,4,Q4  - ,,1981,1610612760,1,12666,"SUNDAY, NOVEMBER 1, 1981",
19811103/NYKHOU,1981-11-03T00:00:00,0028100021,,3, ,1610612745,,4,Q4  - ,,1981,1610612752,1,10855,"TUESDAY, NOVEMBER 3, 1981",
19811103/CLEDAL,1981-11-03T00:00:00,0028100022,,3, ,1610612742,,4,Q4  - ,,1981,1610612739,1,6981,"TUESDAY, NOVEMBER 3, 1981",
19811103/PHLWAS,1981-11-03T00:00:00,0028100023,,3, ,1610612764,,4,Q4  - ,,1981,1610612755,1,12666,"TUESDAY, NOVEMBER 3, 1981",
19811103/LALPOR,1981-11-03T00:00:00,0028100024,,3, ,1610612757,,4,Q4  - ,,1981,1610612747,1,12666,"TUESDAY, NOVEMBER 3, 1981",
19811103/SANPHX,1981-11-03T00:00:00,0028100025,,3, ,1610612756,,4,Q4  - ,,1981,1610612759,1,10888,"TUESDAY, NOVEMBER 3, 1981",
19811103/ATLCHI,1981-11-03T00:00:00,0028100026,,3, ,1610612741,,4,Q4  - ,,1981,1610612737,1,7112,"TUESDAY, NOVEMBER 3, 1981",
19811104/CHIBOS,1981-11-04T00:00:00,0028100027,,3, ,1610612738,,4,Q4  - ,,1981,1610612741,1,15320,"WEDNESDAY, NOVEMBER 4, 1981",
19811104/SDCKCK,1981-11-04T00:00:00,0028100028,,3, ,1610612758,,4,Q4  - ,,1981,1610612746,1,7017,"WEDNESDAY, NOVEMBER 4, 1981",
19811104/ATLNJN,1981-11-04T00:00:00,0028100029,,3, ,1610612751,,4,Q4  - ,,1981,1610612737,1,12260,"WEDNESDAY, NOVEMBER 4, 1981",
19811104/LALSEA,1981-11-04T00:00:00,0028100030,,3, ,1610612760,,4,Q4  - ,,1981,1610612747,1,14536,"WEDNESDAY, NOVEMBER 4, 1981",
19811104/CLESAN,1981-11-04T00:00:00,0028100031,,3, ,1610612759,,4,Q4  - ,,1981,1610612739,1,11276,"WEDNESDAY, NOVEMBER 4, 1981",
19811104/INDPHL,1981-11-04T00:00:00,0028100032,,3, ,1610612755,,4,Q4  - ,,1981,1610612754,1,11257,"WEDNESDAY, NOVEMBER 4, 1981",
19811104/HOUDEN,1981-11-04T00:00:00,0028100033,,3, ,1610612743,,4,Q4  - ,,1981,1610612745,1,7368,"WEDNESDAY, NOVEMBER 4, 1981",
19811104/PORGOS,1981-11-04T00:00:00,0028100034,,3, ,1610612744,,4,Q4  - ,,1981,1610612757,1,7688,"WEDNESDAY, NOVEMBER 4, 1981",
19811105/NJNDET,1981-11-05T00:00:00,0028100035,,3, ,1610612765,,4,Q4  - ,,1981,1610612751,1,5116,"THURSDAY, NOVEMBER 5, 1981",
19811105/DALPHX,1981-11-05T00:00:00,0028100036,,3, ,1610612756,,4,Q4  - ,,1981,1610612742,1,10173,"THURSDAY, NOVEMBER 5, 1981",
19811105/GOSUTH,1981-11-05T00:00:00,0028100037,,3, ,1610612762,,4,Q4  - ,,1981,1610612744,1,6189,"THURSDAY, NOVEMBER 5, 1981",
19811105/WASMIL,1981-11-05T00:00:00,0028100038,,3, ,1610612749,,4,Q4  - ,,1981,1610612764,1,10575,"THURSDAY, NOVEMBER 5, 1981",
19811106/ATLPHL,1981-11-06T00:00:00,0028100039,,3, ,1610612755,,4,Q4  - ,,1981,1610612737,1,18364,"FRIDAY, NOVEMBER 6, 1981",
19811106/UTHPOR,1981-11-06T00:00:00,0028100040,,3, ,1610612757,,4,Q4  - ,,1981,1610612762,1,12666,"FRIDAY, NOVEMBER 6, 1981",
