ATTENDANCE,GAMECODE,GAME_DATE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,GAME_TIME,HOME_TEAM_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,SEASON,VISITOR_TEAM_ID,WH_STATUS
19171,20120307/MEMGSW,"WEDNESDAY, MARCH 7, 2012",2012-03-07T00:00:00,21100581,13,3,Final,2:06,1610612744, ,4,Q4   - NBA TV,NBA TV,2011,1610612763,1
22127,20120308/ORLCHI,"THURSDAY, MARCH 8, 2012",2012-03-08T00:00:00,21100582,1,3,Final,2:28,1610612741, ,4,Q4   - TNT,TNT,2011,1610612753,1
15498,20120308/DALPHX,"THURSDAY, MARCH 8, 2012",2012-03-08T00:00:00,21100583,2,3,Final,2:24,1610612756, ,4,Q4   - TNT,TNT,2011,1610612742,1
18512,20120309/UTAPHI,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100584,1,3,Final,2:06,1610612755, ,4,Q4   - NBA TV,NBA TV,2011,1610612762,1
14672,20120309/NJNCHA,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100585,2,3,Final,2:10,1610612766, ,4,Q4   - ,,2011,1610612751,1
18624,20120309/PORBOS,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100586,3,3,Final,2:06,1610612738, ,4,Q4   - ,,2011,1610612757,1
15503,20120309/ATLDET,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100587,4,3,Final,2:14,1610612765, ,4,Q4   - ,,2011,1610612737,1
18203,20120309/CLEOKC,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100588,5,3,Final,2:09,1610612760, ,4,Q4   - ,,2011,1610612739,1
20164,20120309/LALMIN,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100589,6,3,Final,2:24,1610612750, ,4,Q4   - ,,2011,1610612747,1
18717,20120309/NYKMIL,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100590,7,3,Final,2:16,1610612749, ,4,Q4   - ,,2011,1610612752,1
18581,20120309/LACSAS,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100591,8,3,Final,2:31,1610612759, ,4,Q4   - ,,2011,1610612746,1
19155,20120309/NOHDEN,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100592,9,3,Final,2:14,1610612743, ,4,Q4   - ,,2011,1610612740,1
16857,20120309/DALSAC,"FRIDAY, MARCH 9, 2012",2012-03-09T00:00:00,21100593,10,3,Final,2:06,1610612758, ,4,Q4   - NBA TV,NBA TV,2011,1610612742,1
18071,20120310/PORWAS,"SATURDAY, MARCH 10, 2012",2012-03-10T00:00:00,21100594,1,3,Final,2:14,1610612764, ,4,Q4   - ,,2011,1610612757,1
20154,20120310/INDMIA,"SATURDAY, MARCH 10, 2012",2012-03-10T00:00:00,21100595,2,3,Final,2:42,1610612748, ,5,Q5   - ,,2011,1610612754,1
16090,20120310/TORDET,"SATURDAY, MARCH 10, 2012",2012-03-10T00:00:00,21100596,3,3,Final,2:10,1610612765, ,4,Q4   - ,,2011,1610612761,1
14834,20120310/HOUNJN,"SATURDAY, MARCH 10, 2012",2012-03-10T00:00:00,21100597,4,3,Final,2:04,1610612751, ,4,Q4   - ,,2011,1610612745,1
22158,20120310/UTACHI,"SATURDAY, MARCH 10, 2012",2012-03-10T00:00:00,21100598,5,3,Final,2:06,1610612741, ,4,Q4   - ,,2011,1610612762,1
18203,20120310/CHAOKC,"SATURDAY, MARCH 10, 2012",2012-03-10T00:00:00,21100599,6,3,Final,2:03,1610612760, ,4,Q4   - ,,2011,1610612766,1
20123,20120310/NOHMIN,"SATURDAY, MARCH 10, 2012",2012-03-10T00:00:00,21100600,7,3,Final,2:13,1610612750, ,4,Q4   - NBA TV,NBA TV,2011,1610612740,1
16350,20120310/MEMPHX,"SATURDAY, MARCH 10, 2012",2012-03-10T00:00:00,21100601,8,3,Final,2:06,1610612756, ,4,Q4   - ,,2011,1610612763,1
19596,20120310/DALGSW,"SATURDAY, MARCH 10, 2012",2012-03-10T00:00:00,21100602,9,3,Final,2:13,1610612744, ,4,Q4   - NBA TV,NBA TV,2011,1610612742,1
19763,20120311/PHINYK,"SUNDAY, MARCH 11, 2012",2012-03-11T00:00:00,21100603,1,3,Final,2:12,1610612752, ,4,Q4   - NBA TV,NBA TV,2011,1610612755,1
18997,20120311/BOSLAL,"SUNDAY, MARCH 11, 2012",2012-03-11T00:00:00,21100604,2,3,Final,2:31,1610612747, ,4,Q4   - ABC,ABC,2011,1610612738,1
17316,20120311/MILTOR,"SUNDAY, MARCH 11, 2012",2012-03-11T00:00:00,21100605,3,3,Final,2:12,1610612761, ,4,Q4   - ,,2011,1610612749,1
18846,20120311/INDORL,"SUNDAY, MARCH 11, 2012",2012-03-11T00:00:00,21100606,4,3,Final,2:06,1610612753, ,4,Q4   - ,,2011,1610612754,1
17662,20120311/HOUCLE,"SUNDAY, MARCH 11, 2012",2012-03-11T00:00:00,21100607,5,3,Final,2:16,1610612739, ,4,Q4   - ,,2011,1610612745,1
17737,20120311/MEMDEN,"SUNDAY, MARCH 11, 2012",2012-03-11T00:00:00,21100608,6,3,Final,2:17,1610612743, ,4,Q4   - ,,2011,1610612763,1
13976,20120311/ATLSAC,"SUNDAY, MARCH 11, 2012",2012-03-11T00:00:00,21100609,7,3,Final,2:07,1610612758, ,4,Q4   - ,,2011,1610612737,1
19183,20120311/GSWLAC,"SUNDAY, MARCH 11, 2012",2012-03-11T00:00:00,21100610,8,3,Final,2:33,1610612746, ,4,Q4   - ,,2011,1610612744,1
12930,20120312/MILNJN,"MONDAY, MARCH 12, 2012",2012-03-12T00:00:00,21100611,1,3,Final,2:06,1610612751, ,4,Q4   - ,,2011,1610612749,1
22863,20120312/NYKCHI,"MONDAY, MARCH 12, 2012",2012-03-12T00:00:00,21100612,2,3,Final,2:35,1610612741, ,4,Q4   - ESPN,ESPN,2011,1610612752,1
15254,20120312/CHANOH,"MONDAY, MARCH 12, 2012",2012-03-12T00:00:00,21100613,3,3,Final,1:56,1610612740, ,4,Q4   - ,,2011,1610612766,1
18581,20120312/WASSAS,"MONDAY, MARCH 12, 2012",2012-03-12T00:00:00,21100614,4,3,Final,1:58,1610612759, ,4,Q4   - ,,2011,1610612764,1
19393,20120312/DETUTA,"MONDAY, MARCH 12, 2012",2012-03-12T00:00:00,21100615,5,3,Final,2:14,1610612762, ,4,Q4   - ,,2011,1610612765,1
14568,20120312/MINPHX,"MONDAY, MARCH 12, 2012",2012-03-12T00:00:00,21100616,6,3,Final,2:13,1610612756, ,4,Q4   - ,,2011,1610612750,1
19464,20120312/BOSLAC,"MONDAY, MARCH 12, 2012",2012-03-12T00:00:00,21100617,7,3,Final,2:40,1610612746, ,4,Q4   - ESPN,ESPN,2011,1610612738,1
18879,20120313/MIAORL,"TUESDAY, MARCH 13, 2012",2012-03-13T00:00:00,21100618,1,3,Final,2:44,1610612753, ,5,Q5   - NBA TV,NBA TV,2011,1610612748,1
14203,20120313/TORCLE,"TUESDAY, MARCH 13, 2012",2012-03-13T00:00:00,21100619,2,3,Final,2:16,1610612739, ,4,Q4   - ,,2011,1610612761,1
10933,20120313/PORIND,"TUESDAY, MARCH 13, 2012",2012-03-13T00:00:00,21100620,3,3,Final,2:09,1610612754, ,4,Q4   - ,,2011,1610612757,1
18119,20120313/LALMEM,"TUESDAY, MARCH 13, 2012",2012-03-13T00:00:00,21100621,4,3,Final,2:43,1610612763, ,6,Q6   - ,,2011,1610612747,1
18203,20120313/HOUOKC,"TUESDAY, MARCH 13, 2012",2012-03-13T00:00:00,21100622,5,3,Final,2:10,1610612760, ,4,Q4   - ,,2011,1610612745,1
20319,20120313/WASDAL,"TUESDAY, MARCH 13, 2012",2012-03-13T00:00:00,21100623,6,3,Final,2:15,1610612742, ,4,Q4   - ,,2011,1610612764,1
15594,20120313/ATLDEN,"TUESDAY, MARCH 13, 2012",2012-03-13T00:00:00,21100624,7,3,Final,2:38,1610612743, ,5,Q5   - ,,2011,1610612737,1
12011,20120313/GSWSAC,"TUESDAY, MARCH 13, 2012",2012-03-13T00:00:00,21100625,8,3,Final,2:02,1610612758, ,4,Q4   - ,,2011,1610612744,1
13081,20120314/PHIIND,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100626,1,3,Final,2:09,1610612754, ,4,Q4   - ESPN,ESPN,2011,1610612755,1
10701,20120314/TORNJN,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100627,2,3,Final,2:06,1610612751, ,4,Q4   - ,,2011,1610612761,1
19763,20120314/PORNYK,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100628,3,3,Final,2:18,1610612752, ,4,Q4   - ,,2011,1610612757,1
23028,20120314/MIACHI,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100629,8,3,Final,2:37,1610612741, ,4,Q4   - ESPN,ESPN,2011,1610612748,1
15319,20120314/CLEMIL,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100630,4,3,Final,2:05,1610612749, ,4,Q4   - ,,2011,1610612739,1
17272,20120314/LALNOH,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100631,5,3,Final,2:36,1610612740, ,5,Q5   - ,,2011,1610612747,1
18128,20120314/CHAHOU,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100632,6,3,Final,1:58,1610612745, ,4,Q4   - ,,2011,1610612766,1
18581,20120314/ORLSAS,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100633,7,3,Final,2:09,1610612759, ,4,Q4   - ,,2011,1610612753,1
12173,20120314/DETSAC,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100634,9,3,Final,2:09,1610612758, ,4,Q4   - ,,2011,1610612765,1
14076,20120314/UTAPHX,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100635,10,3,Final,2:09,1610612756, ,4,Q4   - ,,2011,1610612762,1
19060,20120314/ATLLAC,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100636,11,3,Final,2:08,1610612746, ,4,Q4   - ,,2011,1610612737,1
19596,20120314/BOSGSW,"WEDNESDAY, MARCH 14, 2012",2012-03-14T00:00:00,21100637,12,3,Final,2:13,1610612744, ,4,Q4   - ,,2011,1610612738,1
14256,20120315/WASNOH,"THURSDAY, MARCH 15, 2012",2012-03-15T00:00:00,21100638,1,3,Final,2:01,1610612740, ,4,Q4   - ,,2011,1610612764,1
20507,20120315/CHADAL,"THURSDAY, MARCH 15, 2012",2012-03-15T00:00:00,21100639,2,3,Final,2:14,1610612742, ,4,Q4   - ,,2011,1610612766,1
18458,20120315/OKCDEN,"THURSDAY, MARCH 15, 2012",2012-03-15T00:00:00,21100640,3,3,Final,2:13,1610612743, ,4,Q4   - ,,2011,1610612760,1
18053,20120315/MINUTA,"THURSDAY, MARCH 15, 2012",2012-03-15T00:00:00,21100641,4,3,Final,2:22,1610612762, ,5,Q5   - ,,2011,1610612750,1
19060,20120315/PHXLAC,"THURSDAY, MARCH 15, 2012",2012-03-15T00:00:00,21100642,5,3,Final,2:15,1610612746, ,4,Q4   - ,,2011,1610612756,1
20396,20120316/MIAPHI,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100643,1,3,Final,2:21,1610612755, ,4,Q4   - ESPN,ESPN,2011,1610612748,1
18938,20120316/NJNORL,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100644,2,3,Final,2:03,1610612753, ,4,Q4   - ,,2011,1610612751,1
19763,20120316/INDNYK,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100645,3,3,Final,2:22,1610612752, ,4,Q4   - ,,2011,1610612754,1
15241,20120316/WASATL,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100646,4,3,Final,1:59,1610612737, ,4,Q4   - ,,2011,1610612764,1
22022,20120316/PORCHI,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100647,5,3,Final,2:09,1610612741, ,4,Q4   - ,,2011,1610612757,1
17239,20120316/TORMEM,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100648,6,3,Final,3:13,1610612763, ,5,Q5   - ,,2011,1610612761,1
18203,20120316/SASOKC,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100649,7,3,Final,2:26,1610612760, ,4,Q4   - ESPN,ESPN,2011,1610612759,1
17148,20120316/DETPHX,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100650,8,3,Final,2:13,1610612756, ,4,Q4   - ,,2011,1610612765,1
17317,20120316/BOSSAC,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100651,9,3,Final,2:12,1610612758, ,4,Q4   - ,,2011,1610612738,1
18997,20120316/MINLAL,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100652,10,3,Final,2:13,1610612747, ,4,Q4   - ,,2011,1610612750,1
19596,20120316/MILGSW,"FRIDAY, MARCH 16, 2012",2012-03-16T00:00:00,21100653,11,3,Final,2:06,1610612744, ,4,Q4   - ,,2011,1610612749,1
19060,20120317/HOULAC,"SATURDAY, MARCH 17, 2012",2012-03-17T00:00:00,21100654,1,3,Final,2:18,1610612746, ,4,Q4   - ,,2011,1610612745,1
15108,20120317/TORCHA,"SATURDAY, MARCH 17, 2012",2012-03-17T00:00:00,21100655,2,3,Final,2:30,1610612766, ,4,Q4   - ,,2011,1610612761,1
18165,20120317/NYKIND,"SATURDAY, MARCH 17, 2012",2012-03-17T00:00:00,21100656,3,3,Final,2:22,1610612754, ,4,Q4   - ,,2011,1610612752,1
11271,20120317/NOHNJN,"SATURDAY, MARCH 17, 2012",2012-03-17T00:00:00,21100657,4,3,Final,2:07,1610612751, ,4,Q4   - ,,2011,1610612740,1
22225,20120317/PHICHI,"SATURDAY, MARCH 17, 2012",2012-03-17T00:00:00,21100658,5,3,Final,2:17,1610612741, ,4,Q4   - ,,2011,1610612755,1
20528,20120317/SASDAL,"SATURDAY, MARCH 17, 2012",2012-03-17T00:00:00,21100659,6,3,Final,2:11,1610612742, ,4,Q4   - NBA TV,NBA TV,2011,1610612759,1
19003,20120317/BOSDEN,"SATURDAY, MARCH 17, 2012",2012-03-17T00:00:00,21100660,7,3,Final,2:12,1610612743, ,4,Q4   - ,,2011,1610612738,1
17854,20120317/GSWUTA,"SATURDAY, MARCH 17, 2012",2012-03-17T00:00:00,21100661,8,3,Final,2:16,1610612762, ,5,Q5   - ,,2011,1610612744,1
15645,20120318/ATLCLE,"SUNDAY, MARCH 18, 2012",2012-03-18T00:00:00,21100662,1,3,Final,2:02,1610612739, ,4,Q4   - ,,2011,1610612737,1
19060,20120318/DETLAC,"SUNDAY, MARCH 18, 2012",2012-03-18T00:00:00,21100663,2,3,Final,2:54,1610612746, ,5,Q5   - ,,2011,1610612765,1
15412,20120318/WASMEM,"SUNDAY, MARCH 18, 2012",2012-03-18T00:00:00,21100664,3,3,Final,2:19,1610612763, ,4,Q4   - ,,2011,1610612764,1
15616,20120318/MINSAC,"SUNDAY, MARCH 18, 2012",2012-03-18T00:00:00,21100665,4,3,Final,2:03,1610612758, ,4,Q4   - ,,2011,1610612750,1
20003,20120318/ORLMIA,"SUNDAY, MARCH 18, 2012",2012-03-18T00:00:00,21100666,5,3,Final,2:27,1610612748, ,4,Q4   - ESPN,ESPN,2011,1610612753,1
15645,20120318/HOUPHX,"SUNDAY, MARCH 18, 2012",2012-03-18T00:00:00,21100667,6,3,Final,2:02,1610612756, ,4,Q4   - ,,2011,1610612745,1
18203,20120318/POROKC,"SUNDAY, MARCH 18, 2012",2012-03-18T00:00:00,21100668,7,3,Final,2:19,1610612760, ,4,Q4   - ESPN,ESPN,2011,1610612757,1
18997,20120318/UTALAL,"SUNDAY, MARCH 18, 2012",2012-03-18T00:00:00,21100669,8,3,Final,2:19,1610612747, ,4,Q4   - ,,2011,1610612762,1
12792,20120319/PHICHA,"MONDAY, MARCH 19, 2012",2012-03-19T00:00:00,21100670,1,3,Final,2:02,1610612766, ,4,Q4   - ,,2011,1610612755,1
11254,20120319/CLENJN,"MONDAY, MARCH 19, 2012",2012-03-19T00:00:00,21100671,2,3,Final,2:14,1610612751, ,4,Q4   - ,,2011,1610612739,1
16412,20120319/BOSATL,"MONDAY, MARCH 19, 2012",2012-03-19T00:00:00,21100672,3,3,Final,2:25,1610612737, ,4,Q4   - ,,2011,1610612738,1
18998,20120319/CHIORL,"MONDAY, MARCH 19, 2012",2012-03-19T00:00:00,21100673,4,3,Final,2:17,1610612753, ,4,Q4   - TNT,TNT,2011,1610612741,1
16683,20120319/DALDEN,"MONDAY, MARCH 19, 2012",2012-03-19T00:00:00,21100674,5,3,Final,2:17,1610612743, ,4,Q4   - TNT,TNT,2011,1610612742,1
19596,20120319/MINGSW,"MONDAY, MARCH 19, 2012",2012-03-19T00:00:00,21100675,6,3,Final,2:31,1610612744, ,4,Q4   - ,,2011,1610612750,1
14901,20120320/LACIND,"TUESDAY, MARCH 20, 2012",2012-03-20T00:00:00,21100676,1,3,Final,2:17,1610612754, ,4,Q4   - ,,2011,1610612746,1
19763,20120320/TORNYK,"TUESDAY, MARCH 20, 2012",2012-03-20T00:00:00,21100677,2,3,Final,2:24,1610612752, ,4,Q4   - ,,2011,1610612761,1
20212,20120320/PHXMIA,"TUESDAY, MARCH 20, 2012",2012-03-20T00:00:00,21100678,3,3,Final,2:35,1610612748, ,4,Q4   - NBA TV,NBA TV,2011,1610612756,1
18391,20120320/LALHOU,"TUESDAY, MARCH 20, 2012",2012-03-20T00:00:00,21100679,4,3,Final,2:31,1610612745, ,4,Q4   - ,,2011,1610612747,1
18138,20120320/OKCUTA,"TUESDAY, MARCH 20, 2012",2012-03-20T00:00:00,21100680,5,3,Final,2:12,1610612762, ,4,Q4   - ,,2011,1610612760,1
11105,20120320/MEMSAC,"TUESDAY, MARCH 20, 2012",2012-03-20T00:00:00,21100681,6,3,Final,2:25,1610612758, ,4,Q4   - ,,2011,1610612763,1
20387,20120320/MILPOR,"TUESDAY, MARCH 20, 2012",2012-03-20T00:00:00,21100682,7,3,Final,2:02,1610612757, ,4,Q4   - ,,2011,1610612749,1
17869,20120321/CHITOR,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100683,1,3,Final,2:07,1610612761, ,4,Q4   - ,,2011,1610612741,1
20470,20120321/NYKPHI,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100684,2,3,Final,2:31,1610612755, ,4,Q4   - ESPN,ESPN,2011,1610612752,1
18930,20120321/PHXORL,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100685,3,3,Final,2:08,1610612753, ,4,Q4   - ,,2011,1610612756,1
10097,20120321/WASNJN,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100686,4,3,Final,2:09,1610612751, ,4,Q4   - ,,2011,1610612764,1
12331,20120321/CLEATL,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100687,5,3,Final,2:32,1610612737, ,5,Q5   - ,,2011,1610612739,1
13959,20120321/GSWNOH,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100688,6,3,Final,1:57,1610612740, ,4,Q4   - ,,2011,1610612744,1
18203,20120321/LACOKC,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100689,7,3,Final,2:14,1610612760, ,4,Q4   - ,,2011,1610612746,1
18581,20120321/MINSAS,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100690,8,3,Final,2:06,1610612759, ,4,Q4   - ,,2011,1610612750,1
16681,20120321/DETDEN,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100691,9,3,Final,2:17,1610612743, ,4,Q4   - ,,2011,1610612765,1
20664,20120321/LALDAL,"WEDNESDAY, MARCH 21, 2012",2012-03-21T00:00:00,21100692,10,3,Final,2:20,1610612742, ,4,Q4   - ESPN,ESPN,2011,1610612747,1
15874,20120322/INDWAS,"THURSDAY, MARCH 22, 2012",2012-03-22T00:00:00,21100693,1,3,Final,2:13,1610612764, ,4,Q4   - ,,2011,1610612754,1
15171,20120322/BOSMIL,"THURSDAY, MARCH 22, 2012",2012-03-22T00:00:00,21100694,2,3,Final,2:04,1610612749, ,4,Q4   - NBA TV,NBA TV,2011,1610612738,1
17209,20120322/LACNOH,"THURSDAY, MARCH 22, 2012",2012-03-22T00:00:00,21100695,3,3,Final,2:31,1610612740, ,4,Q4   - ,,2011,1610612746,1
15325,20120322/GSWHOU,"THURSDAY, MARCH 22, 2012",2012-03-22T00:00:00,21100696,4,3,Final,2:06,1610612745, ,4,Q4   - ,,2011,1610612744,1
11646,20120322/UTASAC,"THURSDAY, MARCH 22, 2012",2012-03-22T00:00:00,21100697,5,3,Final,2:13,1610612758, ,4,Q4   - ,,2011,1610612762,1
20636,20120322/MEMPOR,"THURSDAY, MARCH 22, 2012",2012-03-22T00:00:00,21100698,6,3,Final,2:20,1610612757, ,4,Q4   - ,,2011,1610612763,1
19800,20120323/NYKTOR,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100699,1,3,Final,2:17,1610612761, ,4,Q4   - ,,2011,1610612752,1
13729,20120323/MILCHA,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100700,2,3,Final,2:03,1610612766, ,4,Q4   - ,,2011,1610612749,1
18846,20120323/CLEORL,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100701,3,3,Final,2:01,1610612753, ,4,Q4   - ,,2011,1610612739,1
14786,20120323/PHXIND,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100702,4,3,Final,2:27,1610612754, ,4,Q4   - ,,2011,1610612756,1
14129,20120323/NJNATL,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100703,5,3,Final,2:15,1610612737, ,4,Q4   - ,,2011,1610612751,1
22076,20120323/MIADET,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100704,6,3,Final,2:16,1610612765, ,4,Q4   - ,,2011,1610612748,1
19583,20120323/BOSPHI,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100705,7,3,Final,2:26,1610612755, ,4,Q4   - ESPN,ESPN,2011,1610612738,1
18203,20120323/MINOKC,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100706,8,3,Final,2:45,1610612760, ,6,Q6   - ,,2011,1610612750,1
18581,20120323/DALSAS,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100707,9,3,Final,2:02,1610612759, ,4,Q4   - ,,2011,1610612742,1
19250,20120323/DENUTA,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100708,10,3,Final,2:19,1610612762, ,4,Q4   - ESPN,ESPN,2011,1610612743,1
18997,20120323/PORLAL,"FRIDAY, MARCH 23, 2012",2012-03-23T00:00:00,21100709,11,3,Final,2:14,1610612747, ,4,Q4   - ,,2011,1610612757,1
19060,20120324/MEMLAC,"SATURDAY, MARCH 24, 2012",2012-03-24T00:00:00,21100710,1,3,Final,2:18,1610612746, ,4,Q4   - ,,2011,1610612763,1
18588,20120324/ATLWAS,"SATURDAY, MARCH 24, 2012",2012-03-24T00:00:00,21100711,2,3,Final,2:05,1610612764, ,4,Q4   - ,,2011,1610612737,1
13297,20120324/CHANJN,"SATURDAY, MARCH 24, 2012",2012-03-24T00:00:00,21100712,3,3,Final,2:04,1610612751, ,4,Q4   - ,,2011,1610612766,1
19763,20120324/DETNYK,"SATURDAY, MARCH 24, 2012",2012-03-24T00:00:00,21100713,4,3,Final,2:14,1610612752, ,4,Q4   - ,,2011,1610612765,1
21841,20120324/TORCHI,"SATURDAY, MARCH 24, 2012",2012-03-24T00:00:00,21100714,5,3,Final,2:44,1610612741, ,5,Q5   - ,,2011,1610612761,1
16118,20120324/SASNOH,"SATURDAY, MARCH 24, 2012",2012-03-24T00:00:00,21100715,6,3,Final,2:08,1610612740, ,4,Q4   - ,,2011,1610612759,1
18193,20120324/DALHOU,"SATURDAY, MARCH 24, 2012",2012-03-24T00:00:00,21100716,7,3,Final,2:37,1610612745, ,5,Q5   - NBA TV,NBA TV,2011,1610612742,1
16207,20120324/INDMIL,"SATURDAY, MARCH 24, 2012",2012-03-24T00:00:00,21100717,8,3,Final,2:09,1610612749, ,4,Q4   - ,,2011,1610612754,1
19596,20120324/SACGSW,"SATURDAY, MARCH 24, 2012",2012-03-24T00:00:00,21100718,9,3,Final,2:23,1610612744, ,4,Q4   - NBA TV,NBA TV,2011,1610612758,1
17307,20120325/PHXCLE,"SUNDAY, MARCH 25, 2012",2012-03-25T00:00:00,21100719,1,3,Final,2:13,1610612739, ,4,Q4   - NBA TV,NBA TV,2011,1610612756,1
20023,20120325/DENMIN,"SUNDAY, MARCH 25, 2012",2012-03-25T00:00:00,21100720,2,3,Final,2:18,1610612750, ,4,Q4   - ,,2011,1610612743,1
18624,20120325/WASBOS,"SUNDAY, MARCH 25, 2012",2012-03-25T00:00:00,21100721,3,3,Final,2:05,1610612738, ,4,Q4   - ,,2011,1610612764,1
13544,20120325/UTAATL,"SUNDAY, MARCH 25, 2012",2012-03-25T00:00:00,21100722,4,3,Final,3:17,1610612737, ,8,Q8   - ,,2011,1610612762,1
18581,20120325/PHISAS,"SUNDAY, MARCH 25, 2012",2012-03-25T00:00:00,21100723,5,3,Final,2:01,1610612759, ,4,Q4   - ,,2011,1610612755,1
18203,20120325/MIAOKC,"SUNDAY, MARCH 25, 2012",2012-03-25T00:00:00,21100724,6,3,Final,2:22,1610612760, ,4,Q4   - ESPN,ESPN,2011,1610612748,1
20636,20120325/GSWPOR,"SUNDAY, MARCH 25, 2012",2012-03-25T00:00:00,21100725,7,3,Final,2:07,1610612757, ,4,Q4   - ,,2011,1610612744,1
18997,20120325/MEMLAL,"SUNDAY, MARCH 25, 2012",2012-03-25T00:00:00,21100726,8,3,Final,2:21,1610612747, ,4,Q4   - ESPN,ESPN,2011,1610612763,1
16429,20120326/ORLTOR,"MONDAY, MARCH 26, 2012",2012-03-26T00:00:00,21100727,1,3,Final,2:10,1610612761, ,4,Q4   - ,,2011,1610612753,1
15911,20120326/DETWAS,"MONDAY, MARCH 26, 2012",2012-03-26T00:00:00,21100728,2,3,Final,2:28,1610612764, ,4,Q4   - ,,2011,1610612765,1
16357,20120326/BOSCHA,"MONDAY, MARCH 26, 2012",2012-03-26T00:00:00,21100729,3,3,Final,2:31,1610612766, ,4,Q4   - ,,2011,1610612738,1
17415,20120326/MIAIND,"MONDAY, MARCH 26, 2012",2012-03-26T00:00:00,21100730,4,3,Final,2:19,1610612754, ,4,Q4   - ,,2011,1610612748,1
10310,20120326/UTANJN,"MONDAY, MARCH 26, 2012",2012-03-26T00:00:00,21100731,5,3,Final,2:04,1610612751, ,4,Q4   - ,,2011,1610612762,1
19763,20120326/MILNYK,"MONDAY, MARCH 26, 2012",2012-03-26T00:00:00,21100732,6,3,Final,2:23,1610612752, ,4,Q4   - ,,2011,1610612749,1
22274,20120326/DENCHI,"MONDAY, MARCH 26, 2012",2012-03-26T00:00:00,21100733,7,3,Final,1:60,1610612741, ,4,Q4   - NBA TV,NBA TV,2011,1610612743,1
13572,20120326/SACHOU,"MONDAY, MARCH 26, 2012",2012-03-26T00:00:00,21100734,8,3,Final,2:34,1610612745, ,5,Q5   - ,,2011,1610612758,1
