ATTENDANCE,GAMECODE,GAME_DATE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,GAME_TIME,HOME_TEAM_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,SEASON,VISITOR_TEAM_ID,WH_STATUS
19060,20120326/NOHLAC,"MONDAY, MARCH 26, 2012",2012-03-26T00:00:00,21100735,9,3,Final,2:22,1610612746, ,4,Q4   - NBA TV,NBA TV,2011,1610612740,1
17832,20120327/CLEPHI,"TUESDAY, MARCH 27, 2012",2012-03-27T00:00:00,21100736,1,3,Final,2:06,1610612755, ,4,Q4   - NBA TV,NBA TV,2011,1610612739,1
12223,20120327/ATLMIL,"TUESDAY, MARCH 27, 2012",2012-03-27T00:00:00,21100737,2,3,Final,2:01,1610612749, ,4,Q4   - ,,2011,1610612737,1
14769,20120327/MINMEM,"TUESDAY, MARCH 27, 2012",2012-03-27T00:00:00,21100738,3,3,Final,2:09,1610612763, ,4,Q4   - ,,2011,1610612750,1
20359,20120327/HOUDAL,"TUESDAY, MARCH 27, 2012",2012-03-27T00:00:00,21100739,4,3,Final,2:03,1610612742, ,4,Q4   - ,,2011,1610612745,1
16573,20120327/SASPHX,"TUESDAY, MARCH 27, 2012",2012-03-27T00:00:00,21100740,5,3,Final,1:58,1610612756, ,4,Q4   - ,,2011,1610612759,1
20626,20120327/OKCPOR,"TUESDAY, MARCH 27, 2012",2012-03-27T00:00:00,21100741,6,3,Final,2:07,1610612757, ,4,Q4   - ,,2011,1610612760,1
19596,20120327/LALGSW,"TUESDAY, MARCH 27, 2012",2012-03-27T00:00:00,21100742,7,3,Final,2:22,1610612744, ,4,Q4   - NBA TV,NBA TV,2011,1610612747,1
15867,20120328/DENTOR,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100743,1,3,Final,2:17,1610612761, ,4,Q4   - ,,2011,1610612743,1
19763,20120328/ORLNYK,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100744,2,3,Final,2:19,1610612752, ,4,Q4   - ESPN,ESPN,2011,1610612753,1
10540,20120328/MINCHA,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100745,3,3,Final,2:04,1610612766, ,4,Q4   - ,,2011,1610612750,1
14486,20120328/DETCLE,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100746,4,3,Final,1:59,1610612739, ,4,Q4   - ,,2011,1610612765,1
18624,20120328/UTABOS,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100747,5,3,Final,2:05,1610612738, ,4,Q4   - ,,2011,1610612762,1
10817,20120328/INDNJN,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100748,6,3,Final,1:59,1610612751, ,4,Q4   - ,,2011,1610612754,1
16290,20120328/CHIATL,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100749,7,3,Final,2:04,1610612737, ,4,Q4   - ,,2011,1610612741,1
13119,20120328/SASSAC,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100750,8,3,Final,2:08,1610612758, ,4,Q4   - NBA TV,NBA TV,2011,1610612759,1
19060,20120328/PHXLAC,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100751,9,3,Final,2:19,1610612746, ,4,Q4   - ,,2011,1610612756,1
18771,20120328/NOHGSW,"WEDNESDAY, MARCH 28, 2012",2012-03-28T00:00:00,21100752,10,3,Final,2:03,1610612744, ,4,Q4   - ,,2011,1610612740,1
11505,20120329/WASIND,"THURSDAY, MARCH 29, 2012",2012-03-29T00:00:00,21100753,1,3,Final,2:28,1610612754, ,4,Q4   - ,,2011,1610612764,1
20096,20120329/DALMIA,"THURSDAY, MARCH 29, 2012",2012-03-29T00:00:00,21100754,2,3,Final,2:25,1610612748, ,4,Q4   - TNT,TNT,2011,1610612742,1
20499,20120329/NOHPOR,"THURSDAY, MARCH 29, 2012",2012-03-29T00:00:00,21100755,3,3,Final,2:08,1610612757, ,4,Q4   - ,,2011,1610612740,1
18997,20120329/OKCLAL,"THURSDAY, MARCH 29, 2012",2012-03-29T00:00:00,21100756,4,3,Final,2:25,1610612747, ,4,Q4   - TNT,TNT,2011,1610612760,1
19883,20120330/MIATOR,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100757,1,3,Final,2:09,1610612761, ,4,Q4   - ,,2011,1610612748,1
18066,20120330/PHIWAS,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100758,2,3,Final,1:59,1610612764, ,4,Q4   - ,,2011,1610612755,1
13806,20120330/DENCHA,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100759,3,3,Final,2:10,1610612766, ,4,Q4   - ,,2011,1610612743,1
18389,20120330/NYKATL,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100760,4,3,Final,2:24,1610612737, ,4,Q4   - ,,2011,1610612752,1
16099,20120330/MILCLE,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100761,5,3,Final,1:55,1610612739, ,4,Q4   - ,,2011,1610612749,1
18951,20120330/DALORL,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100762,6,3,Final,2:30,1610612753, ,4,Q4   - ESPN,ESPN,2011,1610612742,1
22385,20120330/DETCHI,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100763,7,3,Final,2:07,1610612741, ,4,Q4   - ,,2011,1610612765,1
16884,20120330/MEMHOU,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100764,8,3,Final,2:20,1610612745, ,4,Q4   - ,,2011,1610612763,1
19356,20120330/BOSMIN,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100765,9,3,Final,2:07,1610612750, ,4,Q4   - ,,2011,1610612738,1
19911,20120330/SACUTA,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100766,10,3,Final,2:31,1610612762, ,4,Q4   - ,,2011,1610612758,1
19060,20120330/PORLAC,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100767,11,3,Final,2:30,1610612746, ,4,Q4   - ESPN,ESPN,2011,1610612757,1
19596,20120330/NJNGSW,"FRIDAY, MARCH 30, 2012",2012-03-30T00:00:00,21100768,12,3,Final,2:15,1610612744, ,4,Q4   - ,,2011,1610612751,1
18997,20120331/NOHLAL,"SATURDAY, MARCH 31, 2012",2012-03-31T00:00:00,21100769,1,3,Final,2:07,1610612747, ,4,Q4   - NBA TV,NBA TV,2011,1610612740,1
19763,20120331/CLENYK,"SATURDAY, MARCH 31, 2012",2012-03-31T00:00:00,21100770,2,3,Final,2:21,1610612752, ,4,Q4   - NBA TV,NBA TV,2011,1610612739,1
19714,20120331/ATLPHI,"SATURDAY, MARCH 31, 2012",2012-03-31T00:00:00,21100771,3,3,Final,2:08,1610612755, ,4,Q4   - ,,2011,1610612737,1
17082,20120331/CHADET,"SATURDAY, MARCH 31, 2012",2012-03-31T00:00:00,21100772,4,3,Final,2:36,1610612765, ,5,Q5   - ,,2011,1610612766,1
17106,20120331/MEMMIL,"SATURDAY, MARCH 31, 2012",2012-03-31T00:00:00,21100773,5,3,Final,2:19,1610612749, ,4,Q4   - ,,2011,1610612763,1
18581,20120331/INDSAS,"SATURDAY, MARCH 31, 2012",2012-03-31T00:00:00,21100774,6,3,Final,2:08,1610612759, ,4,Q4   - ,,2011,1610612754,1
14370,20120331/NJNSAC,"SATURDAY, MARCH 31, 2012",2012-03-31T00:00:00,21100775,7,3,Final,2:16,1610612758, ,4,Q4   - NBA TV,NBA TV,2011,1610612751,1
19060,20120331/UTALAC,"SATURDAY, MARCH 31, 2012",2012-03-31T00:00:00,21100776,8,3,Final,2:15,1610612746, ,4,Q4   - ,,2011,1610612762,1
18203,20120401/CHIOKC,"SUNDAY, APRIL 1, 2012",2012-04-01T00:00:00,21100777,1,3,Final,2:16,1610612760, ,4,Q4   - ABC,ABC,2011,1610612741,1
18624,20120401/MIABOS,"SUNDAY, APRIL 1, 2012",2012-04-01T00:00:00,21100778,2,3,Final,2:26,1610612738, ,4,Q4   - ABC,ABC,2011,1610612748,1
16858,20120401/WASTOR,"SUNDAY, APRIL 1, 2012",2012-04-01T00:00:00,21100779,3,3,Final,2:22,1610612761, ,4,Q4   - ,,2011,1610612764,1
18846,20120401/DENORL,"SUNDAY, APRIL 1, 2012",2012-04-01T00:00:00,21100780,4,3,Final,2:17,1610612753, ,4,Q4   - NBA TV,NBA TV,2011,1610612743,1
18197,20120401/INDHOU,"SUNDAY, APRIL 1, 2012",2012-04-01T00:00:00,21100781,5,3,Final,2:36,1610612745, ,5,Q5   - ,,2011,1610612754,1
15753,20120401/NOHPHX,"SUNDAY, APRIL 1, 2012",2012-04-01T00:00:00,21100782,6,3,Final,2:02,1610612756, ,4,Q4   - ,,2011,1610612740,1
20359,20120401/MINPOR,"SUNDAY, APRIL 1, 2012",2012-04-01T00:00:00,21100783,7,3,Final,2:10,1610612757, ,4,Q4   - NBA TV,NBA TV,2011,1610612750,1
18997,20120401/GSWLAL,"SUNDAY, APRIL 1, 2012",2012-04-01T00:00:00,21100784,8,3,Final,2:16,1610612747, ,4,Q4   - ,,2011,1610612744,1
16234,20120402/MILWAS,"MONDAY, APRIL 2, 2012",2012-04-02T00:00:00,21100785,1,3,Final,2:02,1610612764, ,4,Q4   - ,,2011,1610612749,1
21936,20120402/HOUCHI,"MONDAY, APRIL 2, 2012",2012-04-02T00:00:00,21100786,2,3,Final,2:13,1610612741, ,4,Q4   - NBA TV,NBA TV,2011,1610612745,1
18203,20120402/MEMOKC,"MONDAY, APRIL 2, 2012",2012-04-02T00:00:00,21100787,3,3,Final,2:16,1610612760, ,4,Q4   - ,,2011,1610612763,1
20479,20120402/LACDAL,"MONDAY, APRIL 2, 2012",2012-04-02T00:00:00,21100788,4,3,Final,2:04,1610612742, ,4,Q4   - ,,2011,1610612746,1
12279,20120402/MINSAC,"MONDAY, APRIL 2, 2012",2012-04-02T00:00:00,21100789,5,3,Final,2:14,1610612758, ,4,Q4   - ,,2011,1610612750,1
20050,20120402/UTAPOR,"MONDAY, APRIL 2, 2012",2012-04-02T00:00:00,21100790,6,3,Final,2:06,1610612757, ,4,Q4   - ,,2011,1610612762,1
14640,20120403/CHATOR,"TUESDAY, APRIL 3, 2012",2012-04-03T00:00:00,21100791,1,3,Final,2:27,1610612761, ,4,Q4   - ,,2011,1610612766,1
14759,20120403/SASCLE,"TUESDAY, APRIL 3, 2012",2012-04-03T00:00:00,21100792,2,3,Final,1:58,1610612739, ,4,Q4   - ,,2011,1610612759,1
17042,20120403/NYKIND,"TUESDAY, APRIL 3, 2012",2012-04-03T00:00:00,21100793,3,3,Final,2:28,1610612754, ,4,Q4   - ,,2011,1610612752,1
20015,20120403/PHIMIA,"TUESDAY, APRIL 3, 2012",2012-04-03T00:00:00,21100794,4,3,Final,2:24,1610612748, ,4,Q4   - NBA TV,NBA TV,2011,1610612755,1
16741,20120403/ORLDET,"TUESDAY, APRIL 3, 2012",2012-04-03T00:00:00,21100795,5,3,Final,2:10,1610612765, ,4,Q4   - ,,2011,1610612753,1
14310,20120403/GSWMEM,"TUESDAY, APRIL 3, 2012",2012-04-03T00:00:00,21100796,6,3,Final,2:08,1610612763, ,4,Q4   - ,,2011,1610612744,1
12462,20120403/PHXSAC,"TUESDAY, APRIL 3, 2012",2012-04-03T00:00:00,21100797,7,3,Final,2:17,1610612758, ,4,Q4   - ,,2011,1610612756,1
18997,20120403/NJNLAL,"TUESDAY, APRIL 3, 2012",2012-04-03T00:00:00,21100798,8,3,Final,2:12,1610612747, ,4,Q4   - NBA TV,NBA TV,2011,1610612751,1
18186,20120404/TORPHI,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100799,1,3,Final,2:07,1610612755, ,4,Q4   - ,,2011,1610612761,1
14561,20120404/INDWAS,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100800,2,3,Final,2:05,1610612764, ,4,Q4   - ,,2011,1610612754,1
18624,20120404/SASBOS,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100801,3,3,Final,1:60,1610612738, ,4,Q4   - ,,2011,1610612759,1
13046,20120404/CHAATL,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100802,4,3,Final,2:01,1610612737, ,4,Q4   - ,,2011,1610612766,1
20104,20120404/OKCMIA,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100803,5,3,Final,2:41,1610612748, ,4,Q4   - ESPN2,ESPN2,2011,1610612760,1
11849,20120404/CLEMIL,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100804,6,3,Final,2:01,1610612749, ,4,Q4   - ,,2011,1610612739,1
15020,20120404/DENNOH,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100805,7,3,Final,2:28,1610612740, ,4,Q4   - ,,2011,1610612743,1
17161,20120404/GSWMIN,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100806,8,3,Final,2:14,1610612750, ,4,Q4   - ,,2011,1610612744,1
20233,20120404/MEMDAL,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100807,9,3,Final,2:13,1610612742, ,4,Q4   - ,,2011,1610612763,1
19911,20120404/PHXUTA,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100808,10,3,Final,2:13,1610612762, ,4,Q4   - ,,2011,1610612756,1
20464,20120404/NJNPOR,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100809,11,3,Final,2:08,1610612757, ,4,Q4   - ,,2011,1610612751,1
19819,20120404/LALLAC,"WEDNESDAY, APRIL 4, 2012",2012-04-04T00:00:00,21100810,12,3,Final,2:31,1610612746, ,4,Q4   - ESPN,ESPN,2011,1610612747,1
19098,20120405/NYKORL,"THURSDAY, APRIL 5, 2012",2012-04-05T00:00:00,21100811,1,3,Final,2:23,1610612753, ,4,Q4   - TNT,TNT,2011,1610612752,1
12681,20120405/WASDET,"THURSDAY, APRIL 5, 2012",2012-04-05T00:00:00,21100812,2,3,Final,2:18,1610612765, ,4,Q4   - ,,2011,1610612764,1
22423,20120405/BOSCHI,"THURSDAY, APRIL 5, 2012",2012-04-05T00:00:00,21100813,3,3,Final,2:35,1610612741, ,4,Q4   - TNT,TNT,2011,1610612738,1
14411,20120405/LACSAC,"THURSDAY, APRIL 5, 2012",2012-04-05T00:00:00,21100814,4,3,Final,2:25,1610612758, ,4,Q4   - ,,2011,1610612746,1
18165,20120406/OKCIND,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100815,1,3,Final,2:28,1610612754, ,4,Q4   - ,,2011,1610612760,1
16565,20120406/CLETOR,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100816,2,3,Final,2:26,1610612761, ,4,Q4   - ,,2011,1610612739,1
12783,20120406/WASNJN,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100817,3,3,Final,2:05,1610612751, ,4,Q4   - ,,2011,1610612764,1
15143,20120406/DETATL,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100818,4,3,Final,2:19,1610612737, ,4,Q4   - NBA TV,NBA TV,2011,1610612765,1
20008,20120406/MEMMIA,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100819,5,3,Final,2:15,1610612748, ,4,Q4   - ,,2011,1610612763,1
13374,20120406/CHAMIL,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100820,6,3,Final,2:14,1610612749, ,4,Q4   - ,,2011,1610612766,1
20544,20120406/PORDAL,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100821,7,3,Final,2:22,1610612742, ,5,Q5   - ,,2011,1610612757,1
18581,20120406/NOHSAS,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100822,8,3,Final,2:06,1610612759, ,4,Q4   - ,,2011,1610612740,1
19155,20120406/PHXDEN,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100823,9,3,Final,2:18,1610612743, ,4,Q4   - ,,2011,1610612756,1
18933,20120406/GSWUTA,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100824,10,3,Final,2:06,1610612762, ,4,Q4   - ,,2011,1610612744,1
18997,20120406/HOULAL,"FRIDAY, APRIL 6, 2012",2012-04-06T00:00:00,21100825,11,3,Final,2:31,1610612747, ,4,Q4   - NBA TV,NBA TV,2011,1610612745,1
14715,20120407/ATLCHA,"SATURDAY, APRIL 7, 2012",2012-04-07T00:00:00,21100826,2,3,Final,2:05,1610612766, ,4,Q4   - ,,2011,1610612737,1
16892,20120407/BOSIND,"SATURDAY, APRIL 7, 2012",2012-04-07T00:00:00,21100827,1,3,Final,2:08,1610612754, ,4,Q4   - ,,2011,1610612738,1
19775,20120407/ORLPHI,"SATURDAY, APRIL 7, 2012",2012-04-07T00:00:00,21100828,3,3,Final,2:27,1610612755, ,4,Q4   - ESPN,ESPN,2011,1610612753,1
18119,20120407/DALMEM,"SATURDAY, APRIL 7, 2012",2012-04-07T00:00:00,21100829,4,3,Final,2:21,1610612763, ,4,Q4   - ,,2011,1610612742,1
15520,20120407/MINNOH,"SATURDAY, APRIL 7, 2012",2012-04-07T00:00:00,21100830,5,3,Final,2:10,1610612740, ,4,Q4   - ,,2011,1610612750,1
14969,20120407/PORMIL,"SATURDAY, APRIL 7, 2012",2012-04-07T00:00:00,21100831,6,3,Final,2:03,1610612749, ,4,Q4   - ,,2011,1610612757,1
18237,20120407/LALPHX,"SATURDAY, APRIL 7, 2012",2012-04-07T00:00:00,21100832,7,3,Final,2:05,1610612756, ,4,Q4   - ,,2011,1610612747,1
19060,20120407/SACLAC,"SATURDAY, APRIL 7, 2012",2012-04-07T00:00:00,21100833,8,3,Final,2:17,1610612746, ,4,Q4   - ,,2011,1610612758,1
18942,20120407/DENGSW,"SATURDAY, APRIL 7, 2012",2012-04-07T00:00:00,21100834,9,3,Final,2:15,1610612744, ,4,Q4   - ESPN,ESPN,2011,1610612743,1
19763,20120408/CHINYK,"SUNDAY, APRIL 8, 2012",2012-04-08T00:00:00,21100835,1,3,Final,2:54,1610612752, ,5,Q5   - ABC,ABC,2011,1610612741,1
18624,20120408/PHIBOS,"SUNDAY, APRIL 8, 2012",2012-04-08T00:00:00,21100836,2,3,Final,2:06,1610612738, ,4,Q4   - NBA TV,NBA TV,2011,1610612755,1
11341,20120408/CLENJN,"SUNDAY, APRIL 8, 2012",2012-04-08T00:00:00,21100837,3,3,Final,2:40,1610612751, ,5,Q5   - ,,2011,1610612739,1
20017,20120408/DETMIA,"SUNDAY, APRIL 8, 2012",2012-04-08T00:00:00,21100838,4,3,Final,2:20,1610612748, ,4,Q4   - ,,2011,1610612765,1
18581,20120408/UTASAS,"SUNDAY, APRIL 8, 2012",2012-04-08T00:00:00,21100839,5,3,Final,2:14,1610612759, ,4,Q4   - ,,2011,1610612762,1
18203,20120408/TOROKC,"SUNDAY, APRIL 8, 2012",2012-04-08T00:00:00,21100840,6,3,Final,2:12,1610612760, ,4,Q4   - ,,2011,1610612761,1
13299,20120408/HOUSAC,"SUNDAY, APRIL 8, 2012",2012-04-08T00:00:00,21100841,7,3,Final,2:04,1610612758, ,4,Q4   - NBA TV,NBA TV,2011,1610612745,1
10303,20120409/WASCHA,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100842,1,3,Final,2:03,1610612766, ,4,Q4   - ,,2011,1610612764,1
18998,20120409/DETORL,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100843,2,3,Final,2:10,1610612753, ,4,Q4   - ,,2011,1610612765,1
11021,20120409/TORIND,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100844,3,3,Final,2:20,1610612754, ,4,Q4   - ,,2011,1610612761,1
14111,20120409/OKCMIL,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100845,4,3,Final,2:09,1610612749, ,4,Q4   - ,,2011,1610612760,1
17219,20120409/LACMEM,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100846,5,3,Final,2:21,1610612763, ,4,Q4   - ,,2011,1610612746,1
17275,20120409/LALNOH,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100847,6,3,Final,2:14,1610612740, ,4,Q4   - ,,2011,1610612747,1
17274,20120409/PHXMIN,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100848,7,3,Final,2:13,1610612750, ,4,Q4   - ESPN2,ESPN2,2011,1610612756,1
15530,20120409/GSWDEN,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100849,8,3,Final,2:03,1610612743, ,4,Q4   - ,,2011,1610612744,1
19911,20120409/SASUTA,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100850,9,3,Final,2:08,1610612762, ,4,Q4   - ,,2011,1610612759,1
20487,20120409/HOUPOR,"MONDAY, APRIL 9, 2012",2012-04-09T00:00:00,21100851,10,3,Final,2:05,1610612757, ,4,Q4   - ,,2011,1610612745,1
15355,20120410/ORLWAS,"TUESDAY, APRIL 10, 2012",2012-04-10T00:00:00,21100852,1,3,Final,1:57,1610612764, ,4,Q4   - ,,2011,1610612753,1
19954,20120410/BOSMIA,"TUESDAY, APRIL 10, 2012",2012-04-10T00:00:00,21100853,2,3,Final,2:29,1610612748, ,4,Q4   - ESPN,ESPN,2011,1610612738,1
13576,20120410/CHACLE,"TUESDAY, APRIL 10, 2012",2012-04-10T00:00:00,21100854,3,3,Final,1:59,1610612739, ,4,Q4   - ,,2011,1610612766,1
15376,20120410/PHINJN,"TUESDAY, APRIL 10, 2012",2012-04-10T00:00:00,21100855,4,3,Final,2:12,1610612751, ,4,Q4   - ,,2011,1610612755,1
20241,20120410/SACDAL,"TUESDAY, APRIL 10, 2012",2012-04-10T00:00:00,21100856,5,3,Final,2:16,1610612742, ,4,Q4   - ,,2011,1610612758,1
22131,20120410/NYKCHI,"TUESDAY, APRIL 10, 2012",2012-04-10T00:00:00,21100857,6,3,Final,2:26,1610612741, ,4,Q4   - ESPN,ESPN,2011,1610612752,1
16324,20120411/PHITOR,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100858,1,3,Final,2:02,1610612761, ,4,Q4   - ,,2011,1610612755,1
14307,20120411/INDCLE,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100859,2,3,Final,2:31,1610612739, ,5,Q5   - ,,2011,1610612754,1
18624,20120411/ATLBOS,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100860,3,3,Final,2:35,1610612738, ,5,Q5   - ,,2011,1610612737,1
15534,20120411/NYKMIL,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100861,4,3,Final,2:31,1610612749, ,4,Q4   - ESPN,ESPN,2011,1610612752,1
15239,20120411/PHXMEM,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100862,5,3,Final,2:12,1610612763, ,4,Q4   - ,,2011,1610612756,1
16906,20120411/SACNOH,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100863,6,3,Final,2:11,1610612740, ,4,Q4   - ,,2011,1610612758,1
18273,20120411/UTAHOU,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100864,7,3,Final,2:10,1610612745, ,4,Q4   - ,,2011,1610612762,1
18203,20120411/LACOKC,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100865,8,3,Final,2:21,1610612760, ,4,Q4   - ,,2011,1610612746,1
18581,20120411/LALSAS,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100866,9,3,Final,1:54,1610612759, ,4,Q4   - ,,2011,1610612747,1
15823,20120411/MINDEN,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100867,10,3,Final,2:16,1610612743, ,4,Q4   - ,,2011,1610612750,1
20502,20120411/GSWPOR,"WEDNESDAY, APRIL 11, 2012",2012-04-11T00:00:00,21100868,11,3,Final,2:15,1610612757, ,4,Q4   - ESPN,ESPN,2011,1610612744,1
10828,20120412/DETCHA,"THURSDAY, APRIL 12, 2012",2012-04-12T00:00:00,21100869,1,3,Final,2:08,1610612766, ,4,Q4   - ,,2011,1610612765,1
23015,20120412/MIACHI,"THURSDAY, APRIL 12, 2012",2012-04-12T00:00:00,21100870,2,3,Final,2:47,1610612741, ,5,Q5   - TNT,TNT,2011,1610612748,1
16016,20120412/LACMIN,"THURSDAY, APRIL 12, 2012",2012-04-12T00:00:00,21100871,3,3,Final,2:05,1610612750, ,4,Q4   - ,,2011,1610612746,1
18581,20120412/MEMSAS,"THURSDAY, APRIL 12, 2012",2012-04-12T00:00:00,21100872,4,3,Final,2:21,1610612759, ,4,Q4   - ,,2011,1610612763,1
17929,20120412/DALGSW,"THURSDAY, APRIL 12, 2012",2012-04-12T00:00:00,21100873,5,3,Final,2:13,1610612744, ,4,Q4   - TNT,TNT,2011,1610612742,1
17270,20120413/BOSTOR,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100874,1,3,Final,2:26,1610612761, ,4,Q4   - ,,2011,1610612738,1
19169,20120413/NJNPHI,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100875,2,3,Final,2:16,1610612755, ,4,Q4   - ,,2011,1610612751,1
18846,20120413/ATLORL,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100876,3,3,Final,1:60,1610612753, ,4,Q4   - ,,2011,1610612737,1
13356,20120413/CLEIND,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100877,4,3,Final,2:11,1610612754, ,4,Q4   - ,,2011,1610612739,1
19763,20120413/WASNYK,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100878,5,3,Final,2:08,1610612752, ,4,Q4   - ,,2011,1610612764,1
19600,20120413/CHAMIA,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100879,6,3,Final,2:02,1610612748, ,4,Q4   - ,,2011,1610612766,1
15255,20120413/MILDET,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100880,7,3,Final,2:07,1610612765, ,4,Q4   - ,,2011,1610612749,1
16326,20120413/UTANOH,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100881,8,3,Final,2:05,1610612740, ,4,Q4   - ,,2011,1610612762,1
18223,20120413/PHXHOU,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100882,9,3,Final,2:35,1610612745, ,4,Q4   - ESPN,ESPN,2011,1610612756,1
18203,20120413/SACOKC,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100883,10,3,Final,2:06,1610612760, ,4,Q4   - ,,2011,1610612758,1
18997,20120413/DENLAL,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100884,11,3,Final,2:20,1610612747, ,4,Q4   - ,,2011,1610612743,1
20304,20120413/DALPOR,"FRIDAY, APRIL 13, 2012",2012-04-13T00:00:00,21100885,12,3,Final,2:25,1610612757, ,4,Q4   - ESPN,ESPN,2011,1610612742,1
19060,20120414/GSWLAC,"SATURDAY, APRIL 14, 2012",2012-04-14T00:00:00,21100886,1,3,Final,2:20,1610612746, ,4,Q4   - ,,2011,1610612744,1
17200,20120414/CLEWAS,"SATURDAY, APRIL 14, 2012",2012-04-14T00:00:00,21100887,2,3,Final,2:14,1610612764, ,4,Q4   - ,,2011,1610612739,1
18711,20120414/BOSNJN,"SATURDAY, APRIL 14, 2012",2012-04-14T00:00:00,21100888,3,3,Final,2:15,1610612751, ,4,Q4   - ,,2011,1610612738,1
