GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,SEASON,VISITOR_TEAM_ID,WH_STATUS,ATTENDANCE,GAME_DATE,GAME_TIME
20121030/WASCLE,2012-10-30T00:00:00,0021200001,1,3,Final,1610612739, ,4,Q4   - ,,2012,1610612764,1,20562,"TUESDAY, OCTOBER 30, 2012",2:10
20121030/BOSMIA,2012-10-30T00:00:00,0021200002,2,3,Final,1610612748, ,4,Q4   - TNT,TNT,2012,1610612738,1,20296,"TUESDAY, OCTOBER 30, 2012",2:30
20121030/DALLAL,2012-10-30T00:00:00,0021200003,3,3,Final,1610612747, ,4,Q4   - TNT,TNT,2012,1610612742,1,18997,"TUESDAY, OCTOBER 30, 2012",2:26
20121031/INDTOR,2012-10-31T00:00:00,0021200004,1,3,Final,1610612761, ,4,Q4   - ,,2012,1610612754,1,19800,"WEDNESDAY, OCTOBER 31, 2012",2:22
20121031/DENPHI,2012-10-31T00:00:00,0021200005,2,3,Final,1610612755, ,4,Q4   - ,,2012,1610612743,1,19101,"WEDNESDAY, OCTOBER 31, 2012",2:08
20121031/HOUDET,2012-10-31T00:00:00,0021200006,3,3,Final,1610612765, ,4,Q4   - ,,2012,1610612745,1,16646,"WEDNESDAY, OCTOBER 31, 2012",2:25
20121031/SACCHI,2012-10-31T00:00:00,0021200007,4,3,Final,1610612741, ,4,Q4   - ,,2012,1610612758,1,21313,"WEDNESDAY, OCTOBER 31, 2012",2:29
20121031/SASNOH,2012-10-31T00:00:00,0021200008,5,3,Final,1610612740, ,4,Q4   - NBA TV,NBA TV,2012,1610612759,1,15358,"WEDNESDAY, OCTOBER 31, 2012",2:11
20121031/DALUTA,2012-10-31T00:00:00,0021200009,6,3,Final,1610612762, ,4,Q4   - ,,2012,1610612742,1,17634,"WEDNESDAY, OCTOBER 31, 2012",2:22
20121031/GSWPHX,2012-10-31T00:00:00,0021200010,7,3,Final,1610612756, ,4,Q4   - ,,2012,1610612744,1,15678,"WEDNESDAY, OCTOBER 31, 2012",2:21
20121031/MEMLAC,2012-10-31T00:00:00,0021200011,8,3,Final,1610612746, ,4,Q4   - ,,2012,1610612763,1,19060,"WEDNESDAY, OCTOBER 31, 2012",2:36
20121031/LALPOR,2012-10-31T00:00:00,0021200012,9,3,Final,1610612757, ,4,Q4   - NBA TV,NBA TV,2012,1610612747,1,20401,"WEDNESDAY, OCTOBER 31, 2012",2:24
20121126/NYKBKN,2012-11-26T00:00:00,0021200013,1,3,Final,1610612751, ,5,Q5   - TNT,TNT,2012,1610612752,1,17732,"MONDAY, NOVEMBER 26, 2012",2:51
20121101/OKCSAS,2012-11-01T00:00:00,0021200014,1,3,Final,1610612759, ,4,Q4   - TNT,TNT,2012,1610612760,1,18581,"THURSDAY, NOVEMBER 1, 2012",2:27
20121102/INDCHA,2012-11-02T00:00:00,0021200015,1,3,Final,1610612766, ,4,Q4   - ,,2012,1610612754,1,19124,"FRIDAY, NOVEMBER 2, 2012",2:18
20121102/DENORL,2012-11-02T00:00:00,0021200016,2,3,Final,1610612753, ,4,Q4   - ,,2012,1610612743,1,18846,"FRIDAY, NOVEMBER 2, 2012",2:11
20121102/MILBOS,2012-11-02T00:00:00,0021200017,3,3,Final,1610612738, ,4,Q4   - ,,2012,1610612749,1,18624,"FRIDAY, NOVEMBER 2, 2012",1:59
20121102/HOUATL,2012-11-02T00:00:00,0021200018,4,3,Final,1610612737, ,4,Q4   - ,,2012,1610612745,1,18238,"FRIDAY, NOVEMBER 2, 2012",2:15
20121102/CHICLE,2012-11-02T00:00:00,0021200019,5,3,Final,1610612739, ,4,Q4   - ,,2012,1610612741,1,20562,"FRIDAY, NOVEMBER 2, 2012",2:13
20121102/MIANYK,2012-11-02T00:00:00,0021200020,6,3,Final,1610612752, ,4,Q4   - ESPN,ESPN,2012,1610612748,1,19033,"FRIDAY, NOVEMBER 2, 2012",2:20
20121102/UTANOH,2012-11-02T00:00:00,0021200021,7,3,Final,1610612740, ,4,Q4   - ,,2012,1610612762,1,14147,"FRIDAY, NOVEMBER 2, 2012",2:12
20121102/POROKC,2012-11-02T00:00:00,0021200022,8,3,Final,1610612760, ,4,Q4   - ,,2012,1610612757,1,18203,"FRIDAY, NOVEMBER 2, 2012",2:13
20121102/SACMIN,2012-11-02T00:00:00,0021200023,9,3,Final,1610612750, ,4,Q4   - ,,2012,1610612758,1,19356,"FRIDAY, NOVEMBER 2, 2012",2:18
20121102/DETPHX,2012-11-02T00:00:00,0021200024,10,3,Final,1610612756, ,4,Q4   - ,,2012,1610612765,1,15107,"FRIDAY, NOVEMBER 2, 2012",2:18
