GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3A,FG3M,FG3_PCT,FTA,FTM,FT_PCT,DREB,OREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0029200001,1610612747,LAL,Los Angeles,2,Byron Scott,,,47,13,22,0.591,2,1,0.5,2,2,1.0,4,1,5,3,1,0,3,3,29,
0029200001,1610612747,LAL,Los Angeles,9,Sedale Threatt,,,45,7,12,0.583,1,0,0.0,3,2,0.667,4,0,4,11,4,0,2,3,16,
0029200001,1610612747,LAL,Los Angeles,64,Sam Perkins,,,42,4,12,0.333,0,0,0.0,2,2,1.0,7,3,10,2,1,4,5,4,10,
0029200001,1610612746,LAC,Los Angeles,80,Ken Norman,,,32,5,12,0.417,0,0,0.0,3,1,0.333,5,4,9,2,0,1,3,5,11,
0029200001,1610612747,LAL,Los Angeles,124,Vlade Divac,,,37,4,9,0.444,2,0,0.0,10,6,0.6,8,1,9,3,1,1,4,6,14,
0029200001,1610612746,LAC,Los Angeles,166,Ron Harper,,,46,7,21,0.333,1,1,1.0,12,7,0.583,4,3,7,1,1,0,0,3,22,
0029200001,1610612746,LAC,Los Angeles,202,Gary Grant,,,18,1,3,0.333,1,0,0.0,1,1,1.0,1,0,1,2,3,0,1,1,3,
0029200001,1610612747,LAL,Los Angeles,229,James Edwards,,,5,0,2,0.0,0,0,0.0,2,1,0.5,0,0,0,0,0,0,1,1,1,
0029200001,1610612747,LAL,Los Angeles,324,Anthony Peeler,,,6,2,2,1.0,0,0,0.0,3,0,0.0,0,1,1,1,0,0,1,2,4,
0029200001,1610612746,LAC,Los Angeles,330,Danny Manning,,,39,10,18,0.556,0,0,0.0,8,6,0.75,1,4,5,3,1,0,4,6,26,
0029200001,1610612746,LAC,Los Angeles,349,Mark Jackson,,,44,5,12,0.417,2,1,0.5,6,6,1.0,3,4,7,11,4,0,3,1,17,
0029200001,1610612746,LAC,Los Angeles,771,Elmore Spencer,,,15,1,3,0.333,0,0,0.0,0,0,0.0,4,1,5,1,0,1,0,3,2,
0029200001,1610612746,LAC,Los Angeles,914,Stanley Roberts,,,16,2,5,0.4,0,0,0.0,2,1,0.5,3,0,3,0,0,1,2,3,5,
0029200001,1610612747,LAL,Los Angeles,920,A.C. Green,,,21,1,2,0.5,0,0,0.0,6,4,0.667,2,3,5,0,0,0,4,2,6,
0029200001,1610612747,LAL,Los Angeles,922,Elden Campbell,,,20,3,6,0.5,0,0,0.0,0,0,0.0,4,1,5,0,0,2,0,3,6,
0029200001,1610612747,LAL,Los Angeles,1030,Duane Cooper,,,8,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,4,
0029200001,1610612747,LAL,Los Angeles,1460,James Worthy,,,34,10,13,0.769,1,0,0.0,6,4,0.667,4,1,5,7,1,2,3,1,24,
0029200001,1610612746,LAC,Los Angeles,78404,Kiki Vandeweghe,,,20,6,10,0.6,2,0,0.0,4,4,1.0,3,0,3,1,0,0,0,3,16,
0029200001,1610612746,LAC,Los Angeles,78554,John Williams,,,35,4,9,0.444,0,0,0.0,2,2,1.0,4,0,4,6,2,1,3,4,10,
0029200002,1610612741,CHI,Chicago,270,Horace Grant,,,32,6,13,0.462,0,0,0.0,4,3,0.75,9,6,15,2,0,2,1,4,15,
0029200002,1610612741,CHI,Chicago,281,Scott Williams,,,18,3,5,0.6,0,0,0.0,2,1,0.5,6,3,9,0,1,2,0,5,7,
0029200002,1610612741,CHI,Chicago,351,Stacey King,,,14,0,2,0.0,0,0,0.0,0,0,0.0,2,0,2,1,0,1,0,3,0,
