GAMECODE,GAME_ID,GAME_DATE,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM
19990205/WASIND,0029800006,"FRIDAY, FEBRUARY 5, 1999",1159.0,Kevin,Fehr,62
19990205/WASIND,0029800006,"FRIDAY, FEBRUARY 5, 1999",1155.0,JB,DeRosa,52
19990205/WASIND,0029800006,"FRIDAY, FEBRUARY 5, 1999",1161.0,Joe,Forte,45
19990205/SACSAS,0029800007,"FRIDAY, FEBRUARY 5, 1999",1662.0,Bill,Kennedy,73
19990205/SACSAS,0029800007,"FRIDAY, FEBRUARY 5, 1999",1203.0,Mark,Wunderlich,61
19990205/SACSAS,0029800007,"FRIDAY, FEBRUARY 5, 1999",1163.0,Bernie,Fryer,7
19990205/PHXLAC,0029800010,"FRIDAY, FEBRUARY 5, 1999",1146.0,Tony,Brothers,56
19990205/PHXLAC,0029800010,"FRIDAY, FEBRUARY 5, 1999",1165.0,Luis,Grillo,8
19990205/PHXLAC,0029800010,"FRIDAY, FEBRUARY 5, 1999",1158.0,Hugh,Evans,25
19990209/MILTOR,0029800038,"TUESDAY, FEBRUARY 9, 1999",1152.0,Dan,Crawford,43
19990209/MILTOR,0029800038,"TUESDAY, FEBRUARY 9, 1999",1185.0,Violet,Palmer,66
19990209/MILTOR,0029800038,"TUESDAY, FEBRUARY 9, 1999",1157.0,Terry,Durham,31
19990209/UTADAL,0029800041,"TUESDAY, FEBRUARY 9, 1999",1164.0,Ron,Garretson,10
19990209/UTADAL,0029800041,"TUESDAY, FEBRUARY 9, 1999",1200.0,Greg,Willard,57
19990209/UTADAL,0029800041,"TUESDAY, FEBRUARY 9, 1999",1661.0,Rashan,Michel,74
19990209/SACPHX,0029800042,"TUESDAY, FEBRUARY 9, 1999",1195.0,Derrick,Stafford,14
19990209/SACPHX,0029800042,"TUESDAY, FEBRUARY 9, 1999",1168.0,David,Jones,36
19990209/SACPHX,0029800042,"TUESDAY, FEBRUARY 9, 1999",1204.0,Derek,Richardson,63
19990211/HOUDAL,0029800059,"THURSDAY, FEBRUARY 11, 1999",1163.0,Bernie,Fryer,7
19990211/HOUDAL,0029800059,"THURSDAY, FEBRUARY 11, 1999",1204.0,Derek,Richardson,63
19990211/HOUDAL,0029800059,"THURSDAY, FEBRUARY 11, 1999",1195.0,Derrick,Stafford,14
19990211/UTAPHX,0029800060,"THURSDAY, FEBRUARY 11, 1999",1142.0,Dick,Bavetta,27
19990211/UTAPHX,0029800060,"THURSDAY, FEBRUARY 11, 1999",1159.0,Kevin,Fehr,62
19990211/UTAPHX,0029800060,"THURSDAY, FEBRUARY 11, 1999",1155.0,JB,DeRosa,52
19990211/INDVAN,0029800061,"THURSDAY, FEBRUARY 11, 1999",1202.0,Tommie,Wood,39
19990211/INDVAN,0029800061,"THURSDAY, FEBRUARY 11, 1999",1162.0,Scott,Foster,48
19990211/INDVAN,0029800061,"THURSDAY, FEBRUARY 11, 1999",1150.0,Jimmy,Clark,6
19990215/NJNMIA,0029800075,"MONDAY, FEBRUARY 15, 1999",1201.0,Leon,Wood,40
19990215/NJNMIA,0029800075,"MONDAY, FEBRUARY 15, 1999",1180.0,Jack,Nies,35
19990215/NJNMIA,0029800075,"MONDAY, FEBRUARY 15, 1999",1160.0,Nolan,Fine,50
