GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS,GAME_DATE,ATTENDANCE,GAME_TIME
2010-10-26T00:00:00,1,0021000001,3,Final,20101026/MIABOS,1610612738,1610612748,2010,4, ,TNT,Q4   - TNT,1,"TUESDAY, OCTOBER 26, 2010",18624,2:38
2010-10-26T00:00:00,2,0021000002,3,Final,20101026/PHXPOR,1610612757,1610612756,2010,4, ,,Q4   - ,1,"TUESDAY, OCTOBER 26, 2010",20603,2:16
2010-10-26T00:00:00,3,0021000003,3,Final,20101026/HOULAL,1610612747,1610612745,2010,4, ,TNT,Q4   - TNT,1,"TUESDAY, OCTOBER 26, 2010",18997,2:36
2010-10-27T00:00:00,1,0021000004,3,Final,20101027/BOSCLE,1610612739,1610612738,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",20562,2:29
2010-10-27T00:00:00,2,0021000005,3,Final,20101027/DETNJN,1610612751,1610612765,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",15178,2:22
2010-10-27T00:00:00,3,0021000006,3,Final,20101027/MIAPHI,1610612755,1610612748,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",20389,2:15
2010-10-27T00:00:00,4,0021000007,3,Final,20101027/NYKTOR,1610612761,1610612752,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",18722,2:19
2010-10-27T00:00:00,5,0021000008,3,Final,20101027/ATLMEM,1610612763,1610612737,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",17519,2:18
2010-10-27T00:00:00,6,0021000009,3,Final,20101027/SACMIN,1610612750,1610612758,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",17067,2:34
2010-10-27T00:00:00,7,0021000010,3,Final,20101027/MILNOH,1610612740,1610612749,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",15039,2:19
2010-10-27T00:00:00,8,0021000011,3,Final,20101027/CHIOKC,1610612760,1610612741,2010,4, ,ESPN,Q4   - ESPN,1,"WEDNESDAY, OCTOBER 27, 2010",18203,2:40
2010-10-27T00:00:00,9,0021000012,3,Final,20101027/CHADAL,1610612742,1610612766,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",19440,2:13
2010-10-27T00:00:00,10,0021000013,3,Final,20101027/INDSAS,1610612759,1610612754,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",18581,2:20
2010-10-27T00:00:00,11,0021000014,3,Final,20101027/UTADEN,1610612743,1610612762,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",19155,2:27
2010-10-27T00:00:00,12,0021000015,3,Final,20101027/HOUGSW,1610612744,1610612745,2010,4, ,,Q4   - ,1,"WEDNESDAY, OCTOBER 27, 2010",18428,2:26
2010-10-27T00:00:00,13,0021000016,3,Final,20101027/PORLAC,1610612746,1610612757,2010,4, ,ESPN,Q4   - ESPN,1,"WEDNESDAY, OCTOBER 27, 2010",18382,2:39
2010-10-28T00:00:00,1,0021000017,3,Final,20101028/WASORL,1610612753,1610612764,2010,4, ,TNT,Q4   - TNT,1,"THURSDAY, OCTOBER 28, 2010",18918,2:33
2010-10-28T00:00:00,2,0021000018,3,Final,20101028/PHXUTA,1610612762,1610612756,2010,4, ,TNT,Q4   - TNT,1,"THURSDAY, OCTOBER 28, 2010",19911,2:43
2010-10-29T00:00:00,1,0021000019,3,Final,20101029/INDCHA,1610612766,1610612754,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",18351,2:25
2010-10-29T00:00:00,2,0021000020,3,Final,20101029/SACNJN,1610612751,1610612758,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",13482,2:35
2010-10-29T00:00:00,3,0021000021,3,Final,20101029/ATLPHI,1610612755,1610612737,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",10960,2:30
2010-10-29T00:00:00,4,0021000022,3,Final,20101029/CLETOR,1610612761,1610612739,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",15711,2:11
2010-10-29T00:00:00,5,0021000023,3,Final,20101029/NYKBOS,1610612738,1610612752,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",18624,2:22
2010-10-29T00:00:00,6,0021000024,3,Final,20101029/OKCDET,1610612765,1610612760,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",22076,2:29
2010-10-29T00:00:00,7,0021000025,3,Final,20101029/ORLMIA,1610612748,1610612753,2010,4, ,ESPN,Q4   - ESPN,1,"FRIDAY, OCTOBER 29, 2010",19600,2:34
2010-10-29T00:00:00,8,0021000026,3,Final,20101029/MILMIN,1610612750,1610612749,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",17197,2:15
2010-10-29T00:00:00,9,0021000027,3,Final,20101029/DENNOH,1610612740,1610612743,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",12474,2:21
2010-10-29T00:00:00,10,0021000028,3,Final,20101029/MEMDAL,1610612742,1610612763,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",20060,2:29
2010-10-29T00:00:00,11,0021000029,3,Final,20101029/LACGSW,1610612744,1610612746,2010,4, ,,Q4   - ,1,"FRIDAY, OCTOBER 29, 2010",17408,2:19
2010-10-29T00:00:00,12,0021000030,3,Final,20101029/LALPHX,1610612756,1610612747,2010,4, ,ESPN,Q4   - ESPN,1,"FRIDAY, OCTOBER 29, 2010",18422,2:18
2010-10-30T00:00:00,1,0021000031,3,Final,20101030/WASATL,1610612737,1610612764,2010,4, ,,Q4   - ,1,"SATURDAY, OCTOBER 30, 2010",18729,2:20
2010-10-30T00:00:00,2,0021000032,3,Final,20101030/SACCLE,1610612739,1610612758,2010,4, ,,Q4   - ,1,"SATURDAY, OCTOBER 30, 2010",20562,2:16
2010-10-30T00:00:00,3,0021000033,3,Final,20101030/PORNYK,1610612752,1610612757,2010,4, ,,Q4   - ,1,"SATURDAY, OCTOBER 30, 2010",19763,2:34
2010-10-30T00:00:00,4,0021000034,3,Final,20101030/PHIIND,1610612754,1610612755,2010,4, ,,Q4   - ,1,"SATURDAY, OCTOBER 30, 2010",18165,2:10
2010-10-30T00:00:00,5,0021000035,3,Final,20101030/DETCHI,1610612741,1610612765,2010,4, ,,Q4   - ,1,"SATURDAY, OCTOBER 30, 2010",21038,2:30
2010-10-30T00:00:00,6,0021000036,3,Final,20101030/MINMEM,1610612763,1610612750,2010,4, ,,Q4   - ,1,"SATURDAY, OCTOBER 30, 2010",12753,2:20
2010-10-30T00:00:00,7,0021000037,3,Final,20101030/DENHOU,1610612745,1610612743,2010,4, ,NBA TV,Q4   - NBA TV,1,"SATURDAY, OCTOBER 30, 2010",18161,2:22
2010-10-30T00:00:00,8,0021000038,3,Final,20101030/CHAMIL,1610612749,1610612766,2010,4, ,,Q4   - ,1,"SATURDAY, OCTOBER 30, 2010",16519,2:19
2010-10-30T00:00:00,9,0021000039,3,Final,20101030/NOHSAS,1610612759,1610612740,2010,4, ,,Q4   - ,1,"SATURDAY, OCTOBER 30, 2010",18581,2:11
2010-10-31T00:00:00,1,0021000040,3,Final,20101031/MIANJN,1610612751,1610612748,2010,4, ,,Q4   - ,1,"SUNDAY, OCTOBER 31, 2010",17086,2:15
2010-10-31T00:00:00,2,0021000041,3,Final,20101031/DALLAC,1610612746,1610612742,2010,4, ,,Q4   - ,1,"SUNDAY, OCTOBER 31, 2010",13718,2:23
2010-10-31T00:00:00,3,0021000042,3,Final,20101031/UTAOKC,1610612760,1610612762,2010,4, ,NBA TV,Q4   - NBA TV,1,"SUNDAY, OCTOBER 31, 2010",18203,2:20
2010-10-31T00:00:00,4,0021000043,3,Final,20101031/GSWLAL,1610612747,1610612744,2010,4, ,,Q4   - ,1,"SUNDAY, OCTOBER 31, 2010",18997,2:13
2010-11-01T00:00:00,1,0021000044,3,Final,20101101/PORCHI,1610612741,1610612757,2010,4, ,NBA TV,Q4   - NBA TV,1,"MONDAY, NOVEMBER 1, 2010",21057,2:26
2010-11-01T00:00:00,2,0021000045,3,Final,20101101/TORSAC,1610612758,1610612761,2010,4, ,,Q4   - ,1,"MONDAY, NOVEMBER 1, 2010",17317,2:24
2010-11-01T00:00:00,3,0021000046,3,Final,20101101/SASLAC,1610612746,1610612759,2010,4, ,,Q4   - ,1,"MONDAY, NOVEMBER 1, 2010",14964,2:14
2010-11-02T00:00:00,1,0021000047,3,Final,20101102/ATLCLE,1610612739,1610612737,2010,4, ,,Q4   - ,1,"TUESDAY, NOVEMBER 2, 2010",20562,2:16
2010-11-02T00:00:00,2,0021000048,3,Final,20101102/PHIWAS,1610612764,1610612755,2010,5, ,,Q5   - ,1,"TUESDAY, NOVEMBER 2, 2010",17803,2:52
2010-11-02T00:00:00,3,0021000049,3,Final,20101102/BOSDET,1610612765,1610612738,2010,4, ,,Q4   - ,1,"TUESDAY, NOVEMBER 2, 2010",15313,2:13
2010-11-02T00:00:00,4,0021000050,3,Final,20101102/MINMIA,1610612748,1610612750,2010,4, ,,Q4   - ,1,"TUESDAY, NOVEMBER 2, 2010",19600,2:23
2011-03-28T00:00:00,3,0021000051,3,Final,20110328/ORLNYK,1610612752,1610612753,2010,5, ,,Q5   - ,1,"MONDAY, MARCH 28, 2011",19763,2:53
2010-11-02T00:00:00,6,0021000052,3,Final,20101102/PORMIL,1610612749,1610612757,2010,4, ,,Q4   - ,1,"TUESDAY, NOVEMBER 2, 2010",13087,2:07
2010-11-02T00:00:00,7,0021000053,3,Final,20101102/MEMLAL,1610612747,1610612763,2010,4, ,NBA TV,Q4   - NBA TV,1,"TUESDAY, NOVEMBER 2, 2010",18997,2:17
2010-11-03T00:00:00,1,0021000054,3,Final,20101103/DETATL,1610612737,1610612765,2010,4, ,,Q4   - ,1,"WEDNESDAY, NOVEMBER 3, 2010",13003,2:14
2010-11-03T00:00:00,2,0021000055,3,Final,20101103/CHANJN,1610612751,1610612766,2010,4, ,,Q4   - ,1,"WEDNESDAY, NOVEMBER 3, 2010",11778,2:24
2010-11-03T00:00:00,3,0021000056,3,Final,20101103/MINORL,1610612753,1610612750,2010,4, ,,Q4   - ,1,"WEDNESDAY, NOVEMBER 3, 2010",18846,2:21
2010-11-03T00:00:00,4,0021000057,3,Final,20101103/INDPHI,1610612755,1610612754,2010,4, ,,Q4   - ,1,"WEDNESDAY, NOVEMBER 3, 2010",12277,2:05
2010-11-03T00:00:00,5,0021000058,3,Final,20101103/MILBOS,1610612738,1610612749,2010,5, ,ESPN,Q5   - ESPN,1,"WEDNESDAY, NOVEMBER 3, 2010",18624,2:58
2010-11-03T00:00:00,6,0021000059,3,Final,20101103/NOHHOU,1610612745,1610612740,2010,4, ,,Q4   - ,1,"WEDNESDAY, NOVEMBER 3, 2010",13484,2:20
2010-11-03T00:00:00,7,0021000060,3,Final,20101103/DALDEN,1610612743,1610612742,2010,4, ,,Q4   - ,1,"WEDNESDAY, NOVEMBER 3, 2010",14159,2:15
2010-11-03T00:00:00,8,0021000061,3,Final,20101103/TORUTA,1610612762,1610612761,2010,4, ,,Q4   - ,1,"WEDNESDAY, NOVEMBER 3, 2010",17802,2:21
