GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3A,FG3M,FG3_PCT,FTA,FTM,FT_PCT,DREB,OREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0028300001,1610612754,IND,Indiana,1006,Herb Williams,,,25,3,12,0.25,0.0,0.0,0.0,2,0,0.0,6.0,4.0,10.0,3.0,0.0,2.0,4.0,2.0,6,
0028300001,1610612754,IND,Indiana,76355,Butch Carter,,,27,6,16,0.375,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,12,
0028300001,1610612754,IND,Indiana,76425,Leroy Combs,,,7,0,2,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0,
0028300001,1610612754,IND,Indiana,77148,George Johnson,,,24,5,12,0.417,0.0,0.0,0.0,3,1,0.333,1.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,11,
0028300001,1610612754,IND,Indiana,77236,Clark Kellogg,,,28,9,20,0.45,0.0,0.0,0.0,3,3,1.0,4.0,7.0,11.0,2.0,1.0,0.0,2.0,2.0,21,
0028300001,1610612754,IND,Indiana,77415,Sidney Lowe,,,24,0,4,0.0,0.0,0.0,0.0,6,3,0.5,3.0,2.0,5.0,3.0,0.0,0.0,0.0,3.0,3,
0028300001,1610612754,IND,Indiana,77541,Kevin McKenna,,,19,0,10,0.0,0.0,0.0,0.0,4,3,0.75,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,3,
0028300001,1610612754,IND,Indiana,78146,Jerry Sichting,,,24,2,5,0.4,0.0,0.0,0.0,2,2,1.0,2.0,2.0,4.0,6.0,1.0,0.0,1.0,2.0,6,
0028300001,1610612754,IND,Indiana,78250,Brook Steppe,,,16,3,7,0.429,0.0,0.0,0.0,0,0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,6,
0028300001,1610612754,IND,Indiana,78257,Steve Stipanovich,,,24,2,6,0.333,0.0,0.0,0.0,1,1,1.0,5.0,0.0,5.0,1.0,2.0,0.0,3.0,3.0,5,
0028300001,1610612754,IND,Indiana,78320,Jim Thomas,,,12,3,6,0.5,0.0,0.0,0.0,0,0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,6,
0028300001,1610612754,IND,Indiana,78430,Granville Waiters,,,10,2,4,0.5,0.0,0.0,0.0,0,0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,4,
0028300001,1610612749,MIL,Milwaukee,175,Alton Lister,,,22,1,9,0.111,0.0,0.0,0.0,0,0,0.0,5.0,5.0,10.0,2.0,2.0,6.0,2.0,4.0,2,
0028300001,1610612749,MIL,Milwaukee,76054,Nate Archibald,,,21,4,4,1.0,0.0,0.0,0.0,2,2,1.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,10,
0028300001,1610612749,MIL,Milwaukee,76247,Randy Breuer,,,13,1,8,0.125,0.0,0.0,0.0,0,0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,2,
0028300001,1610612749,MIL,Milwaukee,76252,Junior Bridgeman,,,25,5,11,0.455,0.0,0.0,0.0,4,3,0.75,0.0,2.0,2.0,5.0,0.0,0.0,2.0,4.0,13,
0028300001,1610612749,MIL,Milwaukee,76365,Harvey Catchings,,,17,2,5,0.4,0.0,0.0,0.0,0,0,0.0,2.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,4,
0028300001,1610612749,MIL,Milwaukee,76471,Charlie Criss,,,17,2,5,0.4,1.0,0.0,0.0,4,4,1.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,8,
0028300001,1610612749,MIL,Milwaukee,76887,Kevin Grevey,,,15,1,4,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2,
0028300001,1610612749,MIL,Milwaukee,77160,Marques Johnson,,,26,10,21,0.476,0.0,0.0,0.0,7,4,0.571,6.0,5.0,11.0,3.0,3.0,0.0,1.0,4.0,24,
0028300001,1610612749,MIL,Milwaukee,77623,Paul Mokeski,,,2,1,3,0.333,0.0,0.0,0.0,2,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,
0028300001,1610612749,MIL,Milwaukee,77626,Sidney Moncrief,,,30,9,14,0.643,0.0,0.0,0.0,3,2,0.667,5.0,0.0,5.0,2.0,2.0,1.0,3.0,1.0,20,
0028300001,1610612749,MIL,Milwaukee,77879,Paul Pressey,,,29,3,8,0.375,0.0,0.0,0.0,0,0,0.0,10.0,2.0,12.0,2.0,0.0,1.0,3.0,0.0,6,
0028300001,1610612749,MIL,Milwaukee,600005,Bob Lanier,,,23,3,5,0.6,0.0,0.0,0.0,4,3,0.75,5.0,0.0,5.0,3.0,2.0,1.0,2.0,1.0,9,
0028300002,1610612758,KCK,Kansas City,78,LaSalle Thompson,,,26,8,11,0.727,0.0,0.0,0.0,3,2,0.667,8.0,4.0,12.0,1.0,1.0,1.0,3.0,3.0,18,
0028300002,1610612758,KCK,Kansas City,698,Eddie Johnson,,,40,6,17,0.353,0.0,0.0,0.0,2,2,1.0,4.0,2.0,6.0,2.0,0.0,0.0,3.0,3.0,14,
0028300002,1610612758,KCK,Kansas City,76317,Don Buse,,,26,4,7,0.571,0.0,0.0,0.0,1,1,1.0,1.0,2.0,3.0,5.0,2.0,0.0,1.0,0.0,9,
0028300002,1610612758,KCK,Kansas City,76599,Larry Drew,,,20,5,12,0.417,0.0,0.0,0.0,2,0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,4.0,4.0,10,
0028300002,1610612758,KCK,Kansas City,77134,Steve Johnson,,,22,7,11,0.636,0.0,0.0,0.0,0,0,0.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,4.0,14,
0028300002,1610612758,KCK,Kansas City,77290,Billy Knight,,,37,6,13,0.462,0.0,0.0,0.0,14,12,0.857,1.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,24,
0028300002,1610612758,KCK,Kansas City,77401,Kevin Loder,,,21,3,8,0.375,0.0,0.0,0.0,0,0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,6,
0028300002,1610612758,KCK,Kansas City,77582,Joe Meriweather,,,17,3,5,0.6,0.0,0.0,0.0,1,0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,4.0,4.0,6,
0028300002,1610612758,KCK,Kansas City,77756,Mark Olberding,,,31,3,9,0.333,0.0,0.0,0.0,0,0,0.0,6.0,4.0,10.0,0.0,0.0,0.0,1.0,5.0,6,
0028300002,1610612747,LAL,Los Angeles,2,Byron Scott,,,4,1,2,0.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,
0028300002,1610612747,LAL,Los Angeles,1460,James Worthy,,,32,5,9,0.556,0.0,0.0,0.0,4,3,0.75,3.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,13,
0028300002,1610612747,LAL,Los Angeles,76003,Kareem Abdul-Jabbar,,,34,11,19,0.579,0.0,0.0,0.0,4,3,0.75,7.0,3.0,10.0,1.0,0.0,1.0,0.0,1.0,25,
0028300002,1610612747,LAL,Los Angeles,76444,Michael Cooper,,,29,2,6,0.333,0.0,0.0,0.0,2,2,1.0,6.0,0.0,6.0,3.0,1.0,1.0,2.0,2.0,6,
0028300002,1610612747,LAL,Los Angeles,76786,Calvin Garrett,,,10,1,2,0.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,
0028300002,1610612747,LAL,Los Angeles,77142,Magic Johnson,,,38,5,11,0.455,0.0,0.0,0.0,7,6,0.857,5.0,0.0,5.0,11.0,1.0,1.0,6.0,3.0,16,
0028300002,1610612747,LAL,Los Angeles,77498,Bob McAdoo,,,18,3,6,0.5,0.0,0.0,0.0,4,2,0.5,3.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,8,
